"biodiv_intact:1","crop_cover:1","crop_expansion:1","evi_dissimilarity:1","forest_cover:1","forest_loss:1","precip_change:1","protected_areas:1","social_vulnerability:1","tmean_change:1","urban_cover:1","health_travel_log:1","region","id","Disease"
0.210290840411308,0.0542485459813622,-0.214518072750444,0.452681815833506,0.316693366150113,0.176276758312826,-0.606114367045814,-0.288038729442796,0.444713961114226,-0.298755105619714,0.858952789325776,-1.22980114203617,"AFR",64102,"Yellow fever"
0.0691721037427632,-0.0466627300861234,0.00439309442327442,0.335298518832502,0.732267143077201,0.13432064832065,-0.07490120475805,-0.0840758879039509,-0.0769509349940886,-0.218324096970712,0.465419983202871,-1.49833858345441,"AFR",64102,"Yellow fever"
0.678499008161104,0.104758661877312,0.0219909643892757,0.311822458438779,0.0372083159798579,0.141826004396203,-0.516653135927437,-0.348731521395865,-0.00991726386264949,-0.0996022555567316,0.790402809182511,-0.746204617031076,"AFR",64102,"Yellow fever"
0.275145947129182,0.0993370829383128,0.350594840267217,0.169638353308889,0.292881330658444,0.235067508291928,-0.0325689888161458,0.0722877233723059,0.246124143129736,0.0574898861856672,0.805640351742056,-1.14359165384401,"AFR",64102,"Yellow fever"
0.51468233048713,0.318295209692891,-0.0287500016660236,0.230976853279941,0.278036437755468,0.201224027076222,-0.070043177105718,0.020869382334482,0.272622968977657,-0.231452760868974,0.893652079902002,-1.08463176201161,"AFR",64102,"Yellow fever"
0.480221554284656,0.295567648464579,-0.0386010389019696,0.392273918458499,0.401414959262106,0.232493756839052,-0.197519441445704,-0.0715784370197094,0.128481462748019,-0.445138295023953,0.775721533193422,-1.31185459186535,"AFR",64102,"Yellow fever"
0.149768992599599,0.183932444232429,-0.09356601320692,0.289265640856776,0.588114215621902,0.0864180633937679,-0.020556265983603,0.070256498310258,0.314554804970327,-0.250736251794679,0.944378814449084,-1.79921597873984,"AFR",64102,"Yellow fever"
0.29818463910795,0.208649526592789,-0.0758271357790998,0.409921473980608,0.652213882642189,-0.0673333972737497,-0.541847938395218,0.134360497497742,0.404302563309232,-1.0018321314075,0.709755579171192,-1.61671431871995,"AFR",64102,"Yellow fever"
0.394050626373202,0.0322552011415099,0.00636965502701308,0.426273360334299,0.385565998575811,0.199642316654939,-0.308580551570461,0.00483600164361902,0.023212546562232,-0.520571619737381,0.628207974394236,-1.43891923782091,"AFR",64102,"Yellow fever"
0.155622954867263,0.272698069998158,0.0612008342896041,0.509957762963698,0.350846381906866,0.209530854369181,-0.097648148593867,-0.164314060765605,-0.267862662792509,-0.027715823684621,0.506500141850688,-1.03768886163747,"AFR",64102,"Yellow fever"
0.605176307397737,0.166528460608539,0.0363011984801448,0.360973605688396,0.220920150667874,0.16016091170949,-0.750223298549759,0.0249694614565542,0.121512856064059,-1.06920515957097,0.826459768117008,-1.28997077997987,"AFR",64102,"Yellow fever"
0.302467341079631,0.313457848746792,0.068960513180392,0.383479678517643,0.849581373281783,0.0199587127576928,0.0708649282686615,0.168774930644758,0.42238076246569,-0.258273289910668,0.907861877965178,-1.34093500452,"AFR",64102,"Yellow fever"
0.36407701516718,0.657367837358838,-0.0225567233347957,0.105849387574432,0.484855232499275,0.286198452132769,-0.647269087499972,0.0511592451728076,0.349942661727504,-0.0673486286018189,0.923669282236302,-1.23346185574193,"AFR",64102,"Yellow fever"
0.51370516955271,0.188965306873211,-0.168770667856188,0.225710590503413,0.220289179385741,0.15631656480185,-0.427177249348138,-0.162484958763989,0.266680963130193,-0.870858324286992,0.85272706037468,-1.37434382802531,"AFR",64102,"Yellow fever"
0.483560940506118,0.0537699521633949,0.0781510300169472,0.31076503387084,0.122331260869133,0.120952015000518,0.481621789244751,-0.120251911207848,0.291125812907703,-0.289806057316575,0.767061754210694,-1.25023729638782,"AFR",64102,"Yellow fever"
