"variable","value","total_pop","prop_pop","type","mins_tt","Disease"
"tt_motorized_120",133927086.679267,135129031.723808,0.991105204934807,"motorized","120","Powassan virus disease"
"tt_motorized_30",133509457.139217,135129031.723808,0.988014606750816,"motorized","30","Powassan virus disease"
"tt_motorized_60",133918409.684843,135129031.723808,0.991040992275893,"motorized","60","Powassan virus disease"
"tt_motorized_90",133926919.552973,135129031.723808,0.991103968144374,"motorized","90","Powassan virus disease"
"tt_walking_120",119567773.372049,135129031.723808,0.884841487034668,"walking","120","Powassan virus disease"
"tt_walking_30",79106938.5520119,135129031.723808,0.585417785821922,"walking","30","Powassan virus disease"
"tt_walking_60",104339187.256126,135129031.723808,0.772144859806187,"walking","60","Powassan virus disease"
"tt_walking_90",113565264.62689,135129031.723808,0.840420916054571,"walking","90","Powassan virus disease"
