"variable","value","total_pop","prop_pop","type","mins_tt","Disease"
"tt_motorized_120",304543753.037631,306198255.384293,0.994596630393645,"motorized","120","Lyme disease"
"tt_motorized_30",302549769.564841,306198255.384293,0.988084563659995,"motorized","30","Lyme disease"
"tt_motorized_60",304415014.918875,306198255.384293,0.994176189987823,"motorized","60","Lyme disease"
"tt_motorized_90",304515747.716416,306198255.384293,0.994505168993319,"motorized","90","Lyme disease"
"tt_walking_120",270782564.512878,306198255.384293,0.884337385178872,"walking","120","Lyme disease"
"tt_walking_30",183766308.578402,306198255.384293,0.60015465583815,"walking","30","Lyme disease"
"tt_walking_60",239188231.626371,306198255.384293,0.781154782629895,"walking","60","Lyme disease"
"tt_walking_90",258528375.129677,306198255.384293,0.84431694362599,"walking","90","Lyme disease"
