"variable","value","total_pop","prop_pop","type","mins_tt","Disease"
"tt_motorized_120",845616303.648202,860341600.722694,0.982884360047075,"motorized","120","Nipah virus disease"
"tt_motorized_30",745349686.420734,860341600.722694,0.866341562229042,"motorized","30","Nipah virus disease"
"tt_motorized_60",818477150.883138,860341600.722694,0.951339735513905,"motorized","60","Nipah virus disease"
"tt_motorized_90",838046213.166736,860341600.722694,0.974085424281204,"motorized","90","Nipah virus disease"
"tt_walking_120",674481568.946896,860341600.722694,0.783969493489941,"walking","120","Nipah virus disease"
"tt_walking_30",278743331.745694,860341600.722694,0.32399146049842,"walking","30","Nipah virus disease"
"tt_walking_60",458895206.729878,860341600.722694,0.53338721078279,"walking","60","Nipah virus disease"
"tt_walking_90",586011178.263011,860341600.722694,0.681137791977927,"walking","90","Nipah virus disease"
