"variable","value","total_pop","prop_pop","type","mins_tt","Disease"
"tt_motorized_120",1318061833.07871,1347620531.46729,0.978066007679181,"motorized","120","Influenza H5N1"
"tt_motorized_30",1162637513.39843,1347620531.46729,0.862733600632036,"motorized","30","Influenza H5N1"
"tt_motorized_60",1266252534.00234,1347620531.46729,0.939620987091704,"motorized","60","Influenza H5N1"
"tt_motorized_90",1301853884.62208,1347620531.46729,0.966038921360617,"motorized","90","Influenza H5N1"
"tt_walking_120",1110246585.10548,1347620531.46729,0.823856982867904,"walking","120","Influenza H5N1"
"tt_walking_30",595170272.521177,1347620531.46729,0.44164529897237,"walking","30","Influenza H5N1"
"tt_walking_60",867676317.493295,1347620531.46729,0.64385804255191,"walking","60","Influenza H5N1"
"tt_walking_90",1016777348.54323,1347620531.46729,0.754498261788991,"walking","90","Influenza H5N1"
