"variable","value","total_pop","prop_pop","type","mins_tt","Disease"
"tt_motorized_120",283322324.148019,291922181.550595,0.970540582572739,"motorized","120","Marburg virus disease"
"tt_motorized_30",254621431.490976,291922181.550595,0.872223652682061,"motorized","30","Marburg virus disease"
"tt_motorized_60",272305151.45544,291922181.550595,0.932800481309929,"motorized","60","Marburg virus disease"
"tt_motorized_90",279409819.986634,291922181.550595,0.95713802391617,"motorized","90","Marburg virus disease"
"tt_walking_120",261304211.98495,291922181.550595,0.895115988093085,"walking","120","Marburg virus disease"
"tt_walking_30",155637022.148003,291922181.550595,0.533145584625705,"walking","30","Marburg virus disease"
"tt_walking_60",222171591.045681,291922181.550595,0.761064438014194,"walking","60","Marburg virus disease"
"tt_walking_90",247754466.894537,291922181.550595,0.848700381651531,"walking","90","Marburg virus disease"
