"urban_expansion"
0.0181155446916819
0.00126331544015557
0
0.00211360957473516
0.000596667057834566
0
0
0.00166379590518773
0
0
0
0
0.00337125896476209
0
0
0.000843555200845003
0.000261330365901813
0.0904605016112328
0.0411406755447388
0
0
0
0
0
0
0
0.026884077116847
0
0.0015516618732363
0
0
0
0.0232657864689827
0
0
0.00276927603408694
0
0.0424857288599014
0
0
0
0
0.00133946188725531
0.00187990174163133
0.000953236827626824
0
0.0254121497273445
0
0.00261200987733901
0
0.0110551947727799
0
0
0.00624782079830766
0.030011422932148
0
0
0
0
0
0.00874000787734985
0
0
0
0.0602033585309982
0.0185587909072638
0.0272885803133249
0.0401349551975727
0
0.00234147440642118
0.0206549819558859
0
0
0
3.56427699443884e-05
0.00961167644709349
0
0.0439487397670746
0.0708809942007065
0
0
0
0.000948447443079203
0.0807837918400764
0
0.000455701083410531
0
0
0.00139953114558011
0
0
0.00110226939432323
0
0
0
0
0
0.000595058838371187
0
0.0255082920193672
0.00183768710121512
0.0012032650411129
0.0198902357369661
0
0
0
0
0
0
0.20784504711628
0
0
0.00385234178975224
0
0
0
0
0
0
0
0
0.000301272870274261
0
0
0.00735275028273463
0.0287693943828344
0
0
0
0
0
0.00254625896923244
0
0
0.000797607412096113
0
0.120877504348755
0.0398063026368618
0.000291452393867075
0
0
0
0.0108721675351262
0.0155075844377279
0.00072797981556505
0
0
0
0
0
0.00336012477055192
0
0.00054506363812834
0.038903433829546
0
0
0
0.186534970998764
0
0
0
0.0229732319712639
0
0
0.00767655298113823
0
0
0
0
0.00329117360524833
0.00245899800211191
0.000971023284364492
0.00113380432594568
0
0
0
0
0.0335690006613731
0
0
0
0
0
0.000280852022115141
0.0201206281781197
0.00283187231980264
0
0.000240630339249037
0
0
0
0.000974789320025593
0
0
0
0.20826843380928
0
0.00139490305446088
0.00647507002577186
0.000387510779546574
0.00034704091376625
0
0
0
0.000889417948201299
0.00171027809847146
0
0
0.0010480503551662
0
0
0.00551823200657964
0.00199988181702793
0.00336489616893232
0.115074947476387
0
0
0.0627606138586998
0
0.00998912006616592
0
0
0
0
0
0
0
0.00166444713249803
0
0
0
0
0.00115490111056715
0.0007291529327631
0
0
0.000906962319277227
0.0137148965150118
0.000752538267988712
0
0.000785650801844895
0
0.0183948129415512
0
0
0
0
0
0
0
0.00106607878115028
0
0.0123527776449919
0
0
0
0
0
0
0
0.264087527990341
0
0
0
0
0.00823161192238331
0.0269092749804258
0
0.00293053360655904
0
0
0
0
0
0
0
0
0
0.00108701048884541
0
0.0549698695540428
0.00046665157424286
0.000790599151514471
0
0.00170675246044993
0
0.00652838824316859
0
0
0
0
0
0.00431089522317052
0.000894338998477906
0.00236975867301226
0
0
0
0
0
0
0
0.00684455782175064
0
0
0
0
0
0
0
0.00286922208033502
0
0
0.0377357490360737
0
0
0
0.0673161819577217
0
0.00405054213479161
0
0.00772539945319295
0
0
0
0
0.00485212216153741
0
0.000233780403505079
0.000295339559670538
0.000295986101264134
0.103929430246353
0.000239261105889454
0.000640404468867928
0
0
0
0
0
0
0
0
0
0
0
0.0478109903633595
0.00143815414048731
0
0.0897417739033699
0
