"forest_loss"
0
0
0.02654239
0
0.042262004
0.036542396
0
0.20128138
0.024379416
0
0.018720757
0.178947459
0
0.033245691
0
0
0
0.007333902
4.2872e-05
0.236896891
0.315788735
0
0.000955919
0
0
0
0
0
0.001129732
0.00290116
0
0.032544206
0
0
0
0.036668296
0
0.025884333
0
0.000664811
0.128424258
0.006222629
0.002741941
0.217270294
0.033927728
0.021251329
0
0
0
0
0.014145402
0
0.009058078
0.000114724
0.010107724
0
0
0.011863269
0.397482037
0.074237649
0.109474285
0
0.003491389
0
0
0
0
0
0.342301817
0
0.043689647
0
0.008699102
0
0.007949585
0.020289367
0.006218699
0.013218023
0.008292952
0.056905372
0
0
0
0.021341741
0.136405694
0.035012577
0
0
0
0.241848881
0
0.128352075
0
0.000286327
0
0.027598731
0
0
0.082354168
0
0
0.001276237
0.00262531
0.013949357
0.008324004
0
0
0.436646753
0
0.070257711
0.217929612
0
0
0
0
0.005854488
0.667125503
0.003137877
0
0
0
0.176355753
0
0.201300356
0.102266509
0.012085522
0.132570739
0
0
0.001597318
0.000673908
0
0
0
0
0.002392198
0
0
0
0
0
0
0
0.00309775
0.00114612
0
0
0.019779559
0.303062426
0.116417644
0
0
0
0.002272909
0.022290767
0.053086304
0
0.000107245
0
0
0
0.001200581
0.005622795
0
0.001727384
0
0
0.035711993
0
0
0
0.001960049
0.204447857
0
0
0
0
0.126798398
0
0
0.003563743
0
0
0.140960743
0.012977452
0
0
0
0
0.857252986
0.005676066
0.017281327
0
0
0
0.000406937
0
0.031559629
0
0
0
0
0.01007499
0
0.018159547
0.007930479
0
0.010210047
0
0.960293299
0.500981999
0.06849684
0.001374492
0.005956046
0
0.001097244
0
0
0
0.095584287
0
0
0.015247308
0
0.041599553
0.007420407
0
0
0.252155747
0
0
0
0
0
0
0.052129287
0
0
0.493773233
0
0.006573316
0.024830914
0.005846241
0
0.015267959
0.00318046
0
0
0
0
0
0.626444815
0
0
0.076568746
0
0
0
0
0.000840438
0
0.009797465
0.004300724
0
0.001797049
0
0.002612031
0
0.004665844
0
0
0.003827991
0
0
0.062504337
0.077611752
0.251375061
0.000717238
0.059390727
0.000245229
0
0
0
0.01520345
0.009195677
0
0.012406932
0
0
0.014499382
0.039404153
0.065807543
0.001020617
0
0
0.037300077
0
0.010821565
0
0
0
0.396149587
0
0.002634172
0
0
0
0
0.393275809
0.245814471
0
0.000874704
0
0.007305148
0
0
0
0.001736792
0.091768471
0
0.159741202
0.032870617
0
0
0.011359614
0
0
0.672849257
0.009273472
0
0.017870601
0
0.033091842
0
0
0.002161424
0.001309504
0
0
0
0.131727294
0
0
0
0
0.057072785
0.00326338
0
0
0.019782842
0.037383589
0
0.058138537
0.18227506
0
0
0.005513032
0.679891524
0
0.001695171
0.001830963
0
0.006941598
0.160295046
0.012446877
0
0.011289149
0
0
0.127903069
0
0.222674709
0
0
0
0.01661921
0
0.58533348
0.027477371
0
0.033037834
0.673850486
0.004620714
0
0
0
0.000271829
0
0
0.015727204
0
0
0
0.008186988
0
0.007800642
0
0.609827268
0.082175692
0.0372458
0
0.079368583
0
0.000511771
0
0
0
0.232927811
0
0.001675022
0
6.6153e-05
0
0
0.008446859
0.0079092
0.032036588
0.014469766
0.003032219
0.000126095
0.070967871
0.14000342
0.032760831
0.007724281
0.066124098
0
0
0
0
0.004165622
0
0.018123796
0
0
0.001757582
0
0
0.453105093
0.001024541
0.022573914
0.038917297
0.039797465
0
0
0
0
0
0
0.016095316
0
0.002854173
0.006057824
0
0
0
0
0
0.027011396
0
0.035573111
0.131113867
0.104504164
0.185207867
0
0
0.249580416
0.001668486
0.14416157
0.001443549
0
0
0
0
0
0
0
0
0.561438244
0.030036952
0
0
0
0.000427324
0.00204392
0
0
0.000245795
0
0
0
0
0.03031824
0.030113846
0
0
0.001904042
0
0.000953222
0
0.009872325
0
0
0
0
0.001067353
0.005211318
0
0
0
0
0
0.035490429
7.8445e-05
0.439012398
0
0.002584838
0
0.004667644
0.001015201
0
0.297659212
0
0.003851243
0.041914486
0.002687262
0.322484575
0
0
0
0
0.5811249
0
0
0
0
0.2595387
0
0
0
0
0.000489525
0
0
0
0
0.011652563
0
0
0
0.001929709
0
0.014755627
0.003658368
0
0
0.023580244
0.024671092
0
0.005561207
0
0.805224574
0
0.749355717
0
0
0
0
0
0
0
0.001004191
