Province,Cases,Year,Code_GADM,Name_GADM
KARAMAN,0,2010,TUR.44_1,Karaman
KARS,1,2010,TUR.45_1,Kars
KASTAMONU,48,2010,TUR.46_1,Kastamonu
KAYSERİ,3,2010,TUR.47_1,Kayseri
KIRŞEHİR,2,2010,TUR.51_1,Kirsehir
KIRIKKALE,0,2010,TUR.49_1,Kinkkale
KIRKLARELİ,0,2010,TUR.50_1,Kirklareli
KOCAELİ,1,2010,TUR.52_1,Kocaeli
KONYA,6,2010,TUR.53_1,Konya
MALATYA,1,2010,TUR.55_1,Malatya
MANİSA,0,2010,TUR.56_1,Manisa
MARDİN,0,2010,TUR.57_1,Mardin
MERSİN,3,2010,TUR.58_1,Mersin
MUŞ,3,2010,TUR.60_1,Mus
MUĞLA,2,2010,TUR.59_1,Mugla
NİĞDE,1,2010,TUR.62_1,Nigde
NEVŞEHİR,0,2010,TUR.61_1,Nevsehir
ORDU,4,2010,TUR.63_1,Ordu
OSMANİYE,0,2010,TUR.64_1,Osmaniye
RİZE,0,2010,TUR.65_1,Rize
SİİRT,1,2010,TUR.69_1,Siirt
SİNOP,1,2010,TUR.70_1,Sinop
SİVAS,60,2010,TUR.72_1,Sivas
SAKARYA,0,2010,TUR.66_1,Sakarya
SAMSUN,26,2010,TUR.67_1,Samsun
TEKİRDAĞ,1,2010,TUR.73_1,Tekirdag
TOKAT,178,2010,TUR.74_1,Tokat
TRABZON,1,2010,TUR.75_1,Trabzon
TUNCELİ,3,2010,TUR.76_1,Tunceli
UŞAK,0,2010,TUR.77_1,Usak
VAN,0,2010,TUR.78_1,Van
YALOVA,0,2010,TUR.79_1,Yalova
YOZGAT,88,2010,TUR.80_1,Yozgat
ZONGULDAK,0,2010,TUR.81_1,Zinguldak
İSTANBUL,10,2011,TUR.40_1,Istanbul
İZMİR,3,2011,TUR.41_1,Izmir
ÇANAKKALE,2,2011,TUR.22_1,�anakkale
ÇANKIRI,19,2011,TUR.23_1,�ankiri
ÇORUM,137,2011,TUR.24_1,�orum
AĞRI,2,2011,TUR.4_1,Agri
ADANA,3,2011,TUR.1_1,Adana
ADIYAMAN,1,2011,TUR.2_1,Adiyaman
AFYONKARAHİSAR,2,2011,TUR.3_1,Afyon
AKSARAY,0,2011,TUR.5_1,Aksaray
AMASYA,47,2011,TUR.6_1,Amasya
ANKARA,25,2011,TUR.7_1,Ankara
ANTALYA,1,2011,TUR.8_1,Antalya
ARDAHAN,3,2011,TUR.9_1,Ardahan
ARTVİN,19,2011,TUR.10_1,Artvin
AYDIN,3,2011,TUR.11_1,Aydin
ŞANLIURFA,2,2011,TUR.68_1,Sanliurfa
ŞIRNAK,0,2011,TUR.71_1,Sirnak
BİLECİK,0,2011,TUR.16_1,Bilecik
BİNGÖL,21,2011,TUR.17_1,Bing�l
BİTLİS,2,2011,TUR.18_1,Bitlis
BALIKESİR,0,2011,TUR.12_1,Balikesir
BARTIN,0,2011,TUR.13_1,Bartin
BATMAN,0,2011,TUR.14_1,Batman
BAYBURT,9,2011,TUR.15_1,Bayburt
BOLU,14,2011,TUR.19_1,Bolu
BURDUR,2,2011,TUR.20_1,Burdur
BURSA,2,2011,TUR.21_1,Bursa
DİYARBAKIR,2,2011,TUR.26_1,Diyarbakir
DÜZCE,0,2011,TUR.27_1,D�zce
DENİZLİ,0,2011,TUR.25_1,Denizli
EDİRNE,0,2011,TUR.28_1,Edirne
ELAZIĞ,1,2011,TUR.29_1,Elazig
ERZİNCAN,12,2011,TUR.30_1,Erzincan
ERZURUM,55,2011,TUR.31_1,Erzurum
ESKİŞEHİR,1,2011,TUR.32_1,Eskisehir
GİRESUN,31,2011,TUR.34_1,Giresun
GÜMÜŞHANE,83,2011,TUR.35_1,G�m�shane
GAZİANTEP,0,2011,TUR.33_1,Gaziantep
HAKKARİ,1,2011,TUR.36_1,Hakkari
HATAY,0,2011,TUR.37_1,Hatay
IĞDIR,1,2011,TUR.38_1,Igdir
ISPARTA,1,2011,TUR.39_1,Isparta
KİLİS,0,2011,TUR.48_1,Kilis
KAHRAMANMARAŞ,0,2011,TUR.42_1,K. Maras
KÜTAHYA,3,2011,TUR.54_1,K�tahya
KARABÜK,12,2011,TUR.43_1,Karab�k
KARAMAN,0,2011,TUR.44_1,Karaman
KARS,0,2011,TUR.45_1,Kars
KASTAMONU,22,2011,TUR.46_1,Kastamonu
KAYSERİ,8,2011,TUR.47_1,Kayseri
KIRŞEHİR,2,2011,TUR.51_1,Kirsehir
KIRIKKALE,0,2011,TUR.49_1,Kinkkale
KIRKLARELİ,0,2011,TUR.50_1,Kirklareli
KOCAELİ,1,2011,TUR.52_1,Kocaeli
KONYA,2,2011,TUR.53_1,Konya
MALATYA,5,2011,TUR.55_1,Malatya
MANİSA,0,2011,TUR.56_1,Manisa
MARDİN,0,2011,TUR.57_1,Mardin
MERSİN,3,2011,TUR.58_1,Mersin
MUŞ,4,2011,TUR.60_1,Mus
MUĞLA,1,2011,TUR.59_1,Mugla
NİĞDE,0,2011,TUR.62_1,Nigde
NEVŞEHİR,0,2011,TUR.61_1,Nevsehir
ORDU,3,2011,TUR.63_1,Ordu
OSMANİYE,1,2011,TUR.64_1,Osmaniye
RİZE,1,2011,TUR.65_1,Rize
SİİRT,0,2011,TUR.69_1,Siirt
SİNOP,0,2011,TUR.70_1,Sinop
SİVAS,80,2011,TUR.72_1,Sivas
SAKARYA,1,2011,TUR.66_1,Sakarya
SAMSUN,23,2011,TUR.67_1,Samsun
TEKİRDAĞ,0,2011,TUR.73_1,Tekirdag
TOKAT,258,2011,TUR.74_1,Tokat
TRABZON,3,2011,TUR.75_1,Trabzon
TUNCELİ,6,2011,TUR.76_1,Tunceli
UŞAK,1,2011,TUR.77_1,Usak
VAN,3,2011,TUR.78_1,Van
YALOVA,0,2011,TUR.79_1,Yalova
YOZGAT,115,2011,TUR.80_1,Yozgat
ZONGULDAK,0,2011,TUR.81_1,Zinguldak
İSTANBUL,6,2012,TUR.40_1,Istanbul
İZMİR,5,2012,TUR.41_1,Izmir
ÇANAKKALE,1,2012,TUR.22_1,�anakkale
ÇANKIRI,14,2012,TUR.23_1,�ankiri
ÇORUM,79,2012,TUR.24_1,�orum
AĞRI,3,2012,TUR.4_1,Agri
ADANA,0,2012,TUR.1_1,Adana
ADIYAMAN,0,2012,TUR.2_1,Adiyaman
AFYONKARAHİSAR,1,2012,TUR.3_1,Afyon
AKSARAY,0,2012,TUR.5_1,Aksaray
AMASYA,28,2012,TUR.6_1,Amasya
ANKARA,11,2012,TUR.7_1,Ankara
ANTALYA,1,2012,TUR.8_1,Antalya
ARDAHAN,0,2012,TUR.9_1,Ardahan
ARTVİN,28,2012,TUR.10_1,Artvin
AYDIN,13,2012,TUR.11_1,Aydin
ŞANLIURFA,2,2012,TUR.68_1,Sanliurfa
ŞIRNAK,0,2012,TUR.71_1,Sirnak
BİLECİK,1,2012,TUR.16_1,Bilecik
BİNGÖL,16,2012,TUR.17_1,Bing�l
BİTLİS,0,2012,TUR.18_1,Bitlis
BALIKESİR,4,2012,TUR.12_1,Balikesir
BARTIN,0,2012,TUR.13_1,Bartin
BATMAN,0,2012,TUR.14_1,Batman
BAYBURT,18,2012,TUR.15_1,Bayburt
BOLU,4,2012,TUR.19_1,Bolu
BURDUR,0,2012,TUR.20_1,Burdur
BURSA,1,2012,TUR.21_1,Bursa
DİYARBAKIR,2,2012,TUR.26_1,Diyarbakir
DÜZCE,0,2012,TUR.27_1,D�zce
DENİZLİ,1,2012,TUR.25_1,Denizli
EDİRNE,1,2012,TUR.28_1,Edirne
ELAZIĞ,1,2012,TUR.29_1,Elazig
ERZİNCAN,17,2012,TUR.30_1,Erzincan
ERZURUM,48,2012,TUR.31_1,Erzurum
ESKİŞEHİR,2,2012,TUR.32_1,Eskisehir
GİRESUN,31,2012,TUR.34_1,Giresun
GÜMÜŞHANE,54,2012,TUR.35_1,G�m�shane
GAZİANTEP,0,2012,TUR.33_1,Gaziantep
HAKKARİ,0,2012,TUR.36_1,Hakkari
HATAY,0,2012,TUR.37_1,Hatay
IĞDIR,0,2012,TUR.38_1,Igdir
ISPARTA,1,2012,TUR.39_1,Isparta
KİLİS,0,2012,TUR.48_1,Kilis
KAHRAMANMARAŞ,2,2012,TUR.42_1,K. Maras
KÜTAHYA,3,2012,TUR.54_1,K�tahya
KARABÜK,4,2012,TUR.43_1,Karab�k
KARAMAN,0,2012,TUR.44_1,Karaman
KARS,2,2012,TUR.45_1,Kars
KASTAMONU,36,2012,TUR.46_1,Kastamonu
KAYSERİ,2,2012,TUR.47_1,Kayseri
KIRŞEHİR,2,2012,TUR.51_1,Kirsehir
KIRIKKALE,0,2012,TUR.49_1,Kinkkale
KIRKLARELİ,5,2012,TUR.50_1,Kirklareli
KOCAELİ,2,2012,TUR.52_1,Kocaeli
KONYA,1,2012,TUR.53_1,Konya
MALATYA,2,2012,TUR.55_1,Malatya
MANİSA,0,2012,TUR.56_1,Manisa
MARDİN,1,2012,TUR.57_1,Mardin
MERSİN,2,2012,TUR.58_1,Mersin
MUŞ,0,2012,TUR.60_1,Mus
MUĞLA,0,2012,TUR.59_1,Mugla
NİĞDE,0,2012,TUR.62_1,Nigde
NEVŞEHİR,0,2012,TUR.61_1,Nevsehir
ORDU,1,2012,TUR.63_1,Ordu
OSMANİYE,1,2012,TUR.64_1,Osmaniye
RİZE,0,2012,TUR.65_1,Rize
SİİRT,0,2012,TUR.69_1,Siirt
SİNOP,2,2012,TUR.70_1,Sinop
SİVAS,57,2012,TUR.72_1,Sivas
SAKARYA,0,2012,TUR.66_1,Sakarya
SAMSUN,9,2012,TUR.67_1,Samsun
TEKİRDAĞ,0,2012,TUR.73_1,Tekirdag
TOKAT,186,2012,TUR.74_1,Tokat
TRABZON,1,2012,TUR.75_1,Trabzon
TUNCELİ,7,2012,TUR.76_1,Tunceli
UŞAK,0,2012,TUR.77_1,Usak
VAN,0,2012,TUR.78_1,Van
YALOVA,0,2012,TUR.79_1,Yalova
YOZGAT,74,2012,TUR.80_1,Yozgat
ZONGULDAK,0,2012,TUR.81_1,Zinguldak
İSTANBUL,18,2013,TUR.40_1,Istanbul
İZMİR,4,2013,TUR.41_1,Izmir
ÇANAKKALE,3,2013,TUR.22_1,�anakkale
ÇANKIRI,9,2013,TUR.23_1,�ankiri
ÇORUM,56,2013,TUR.24_1,�orum
AĞRI,1,2013,TUR.4_1,Agri
ADANA,2,2013,TUR.1_1,Adana
ADIYAMAN,1,2013,TUR.2_1,Adiyaman
AFYONKARAHİSAR,3,2013,TUR.3_1,Afyon
AKSARAY,0,2013,TUR.5_1,Aksaray
AMASYA,23,2013,TUR.6_1,Amasya
ANKARA,5,2013,TUR.7_1,Ankara
ANTALYA,2,2013,TUR.8_1,Antalya
ARDAHAN,0,2013,TUR.9_1,Ardahan
ARTVİN,27,2013,TUR.10_1,Artvin
AYDIN,5,2013,TUR.11_1,Aydin
ŞANLIURFA,1,2013,TUR.68_1,Sanliurfa
ŞIRNAK,0,2013,TUR.71_1,Sirnak
BİLECİK,1,2013,TUR.16_1,Bilecik
BİNGÖL,16,2013,TUR.17_1,Bing�l
BİTLİS,1,2013,TUR.18_1,Bitlis
BALIKESİR,2,2013,TUR.12_1,Balikesir
BARTIN,0,2013,TUR.13_1,Bartin
BATMAN,0,2013,TUR.14_1,Batman
BAYBURT,17,2013,TUR.15_1,Bayburt
BOLU,5,2013,TUR.19_1,Bolu
BURDUR,1,2013,TUR.20_1,Burdur
BURSA,1,2013,TUR.21_1,Bursa
DİYARBAKIR,2,2013,TUR.26_1,Diyarbakir
DÜZCE,0,2013,TUR.27_1,D�zce
DENİZLİ,0,2013,TUR.25_1,Denizli
EDİRNE,0,2013,TUR.28_1,Edirne
ELAZIĞ,0,2013,TUR.29_1,Elazig
ERZİNCAN,30,2013,TUR.30_1,Erzincan
ERZURUM,120,2013,TUR.31_1,Erzurum
ESKİŞEHİR,0,2013,TUR.32_1,Eskisehir
GİRESUN,17,2013,TUR.34_1,Giresun
GÜMÜŞHANE,47,2013,TUR.35_1,G�m�shane
GAZİANTEP,0,2013,TUR.33_1,Gaziantep
HAKKARİ,0,2013,TUR.36_1,Hakkari
HATAY,0,2013,TUR.37_1,Hatay
IĞDIR,2,2013,TUR.38_1,Igdir
ISPARTA,0,2013,TUR.39_1,Isparta
KİLİS,0,2013,TUR.48_1,Kilis
KAHRAMANMARAŞ,4,2013,TUR.42_1,K. Maras
KÜTAHYA,7,2013,TUR.54_1,K�tahya
KARABÜK,5,2013,TUR.43_1,Karab�k
KARAMAN,0,2013,TUR.44_1,Karaman
KARS,2,2013,TUR.45_1,Kars
KASTAMONU,26,2013,TUR.46_1,Kastamonu
KAYSERİ,10,2013,TUR.47_1,Kayseri
KIRŞEHİR,2,2013,TUR.51_1,Kirsehir
KIRIKKALE,2,2013,TUR.49_1,Kinkkale
KIRKLARELİ,5,2013,TUR.50_1,Kirklareli
KOCAELİ,0,2013,TUR.52_1,Kocaeli
KONYA,1,2013,TUR.53_1,Konya
MALATYA,5,2013,TUR.55_1,Malatya
MANİSA,0,2013,TUR.56_1,Manisa
MARDİN,1,2013,TUR.57_1,Mardin
MERSİN,0,2013,TUR.58_1,Mersin
MUŞ,3,2013,TUR.60_1,Mus
MUĞLA,0,2013,TUR.59_1,Mugla
NİĞDE,0,2013,TUR.62_1,Nigde
NEVŞEHİR,1,2013,TUR.61_1,Nevsehir
ORDU,3,2013,TUR.63_1,Ordu
OSMANİYE,2,2013,TUR.64_1,Osmaniye
RİZE,0,2013,TUR.65_1,Rize
SİİRT,2,2013,TUR.69_1,Siirt
SİNOP,0,2013,TUR.70_1,Sinop
SİVAS,73,2013,TUR.72_1,Sivas
SAKARYA,0,2013,TUR.66_1,Sakarya
SAMSUN,24,2013,TUR.67_1,Samsun
TEKİRDAĞ,3,2013,TUR.73_1,Tekirdag
TOKAT,209,2013,TUR.74_1,Tokat
TRABZON,0,2013,TUR.75_1,Trabzon
TUNCELİ,13,2013,TUR.76_1,Tunceli
UŞAK,0,2013,TUR.77_1,Usak
VAN,0,2013,TUR.78_1,Van
YALOVA,0,2013,TUR.79_1,Yalova
YOZGAT,85,2013,TUR.80_1,Yozgat
ZONGULDAK,0,2013,TUR.81_1,Zinguldak
İSTANBUL,21,2014,TUR.40_1,Istanbul
İZMİR,2,2014,TUR.41_1,Izmir
ÇANAKKALE,1,2014,TUR.22_1,�anakkale
ÇANKIRI,10,2014,TUR.23_1,�ankiri
ÇORUM,78,2014,TUR.24_1,�orum
AĞRI,1,2014,TUR.4_1,Agri
ADANA,2,2014,TUR.1_1,Adana
ADIYAMAN,3,2014,TUR.2_1,Adiyaman
AFYONKARAHİSAR,3,2014,TUR.3_1,Afyon
AKSARAY,1,2014,TUR.5_1,Aksaray
AMASYA,30,2014,TUR.6_1,Amasya
ANKARA,11,2014,TUR.7_1,Ankara
ANTALYA,0,2014,TUR.8_1,Antalya
ARDAHAN,0,2014,TUR.9_1,Ardahan
ARTVİN,28,2014,TUR.10_1,Artvin
AYDIN,12,2014,TUR.11_1,Aydin
ŞANLIURFA,3,2014,TUR.68_1,Sanliurfa
ŞIRNAK,2,2014,TUR.71_1,Sirnak
BİLECİK,0,2014,TUR.16_1,Bilecik
BİNGÖL,12,2014,TUR.17_1,Bing�l
BİTLİS,0,2014,TUR.18_1,Bitlis
BALIKESİR,13,2014,TUR.12_1,Balikesir
BARTIN,0,2014,TUR.13_1,Bartin
BATMAN,1,2014,TUR.14_1,Batman
BAYBURT,23,2014,TUR.15_1,Bayburt
BOLU,5,2014,TUR.19_1,Bolu
BURDUR,0,2014,TUR.20_1,Burdur
BURSA,1,2014,TUR.21_1,Bursa
DİYARBAKIR,3,2014,TUR.26_1,Diyarbakir
DÜZCE,0,2014,TUR.27_1,D�zce
DENİZLİ,1,2014,TUR.25_1,Denizli
EDİRNE,3,2014,TUR.28_1,Edirne
ELAZIĞ,2,2014,TUR.29_1,Elazig
ERZİNCAN,35,2014,TUR.30_1,Erzincan
ERZURUM,108,2014,TUR.31_1,Erzurum
ESKİŞEHİR,1,2014,TUR.32_1,Eskisehir
GİRESUN,28,2014,TUR.34_1,Giresun
GÜMÜŞHANE,44,2014,TUR.35_1,G�m�shane
GAZİANTEP,0,2014,TUR.33_1,Gaziantep
HAKKARİ,0,2014,TUR.36_1,Hakkari
HATAY,1,2014,TUR.37_1,Hatay
IĞDIR,1,2014,TUR.38_1,Igdir
ISPARTA,3,2014,TUR.39_1,Isparta
KİLİS,0,2014,TUR.48_1,Kilis
KAHRAMANMARAŞ,2,2014,TUR.42_1,K. Maras
KÜTAHYA,7,2014,TUR.54_1,K�tahya
KARABÜK,6,2014,TUR.43_1,Karab�k
KARAMAN,0,2014,TUR.44_1,Karaman
KARS,3,2014,TUR.45_1,Kars
KASTAMONU,23,2014,TUR.46_1,Kastamonu
KAYSERİ,10,2014,TUR.47_1,Kayseri
KIRŞEHİR,1,2014,TUR.51_1,Kirsehir
KIRIKKALE,1,2014,TUR.49_1,Kinkkale
KIRKLARELİ,5,2014,TUR.50_1,Kirklareli
KOCAELİ,2,2014,TUR.52_1,Kocaeli
KONYA,1,2014,TUR.53_1,Konya
MALATYA,1,2014,TUR.55_1,Malatya
MANİSA,4,2014,TUR.56_1,Manisa
MARDİN,1,2014,TUR.57_1,Mardin
MERSİN,1,2014,TUR.58_1,Mersin
MUŞ,3,2014,TUR.60_1,Mus
MUĞLA,3,2014,TUR.59_1,Mugla
NİĞDE,0,2014,TUR.62_1,Nigde
NEVŞEHİR,0,2014,TUR.61_1,Nevsehir
ORDU,7,2014,TUR.63_1,Ordu
OSMANİYE,0,2014,TUR.64_1,Osmaniye
RİZE,0,2014,TUR.65_1,Rize
SİİRT,1,2014,TUR.69_1,Siirt
SİNOP,1,2014,TUR.70_1,Sinop
SİVAS,72,2014,TUR.72_1,Sivas
SAKARYA,0,2014,TUR.66_1,Sakarya
SAMSUN,27,2014,TUR.67_1,Samsun
TEKİRDAĞ,2,2014,TUR.73_1,Tekirdag
TOKAT,219,2014,TUR.74_1,Tokat
TRABZON,1,2014,TUR.75_1,Trabzon
TUNCELİ,3,2014,TUR.76_1,Tunceli
UŞAK,0,2014,TUR.77_1,Usak
VAN,0,2014,TUR.78_1,Van
YALOVA,2,2014,TUR.79_1,Yalova
YOZGAT,65,2014,TUR.80_1,Yozgat
ZONGULDAK,0,2014,TUR.81_1,Zinguldak
İSTANBUL,10,2015,TUR.40_1,Istanbul
İZMİR,6,2015,TUR.41_1,Izmir
ÇANAKKALE,0,2015,TUR.22_1,�anakkale
ÇANKIRI,7,2015,TUR.23_1,�ankiri
ÇORUM,49,2015,TUR.24_1,�orum
AĞRI,0,2015,TUR.4_1,Agri
ADANA,4,2015,TUR.1_1,Adana
ADIYAMAN,4,2015,TUR.2_1,Adiyaman
AFYONKARAHİSAR,4,2015,TUR.3_1,Afyon
AKSARAY,1,2015,TUR.5_1,Aksaray
AMASYA,22,2015,TUR.6_1,Amasya
ANKARA,9,2015,TUR.7_1,Ankara
ANTALYA,2,2015,TUR.8_1,Antalya
ARDAHAN,0,2015,TUR.9_1,Ardahan
ARTVİN,6,2015,TUR.10_1,Artvin
AYDIN,8,2015,TUR.11_1,Aydin
ŞANLIURFA,2,2015,TUR.68_1,Sanliurfa
ŞIRNAK,0,2015,TUR.71_1,Sirnak
BİLECİK,2,2015,TUR.16_1,Bilecik
BİNGÖL,12,2015,TUR.17_1,Bing�l
BİTLİS,3,2015,TUR.18_1,Bitlis
BALIKESİR,4,2015,TUR.12_1,Balikesir
BARTIN,1,2015,TUR.13_1,Bartin
BATMAN,1,2015,TUR.14_1,Batman
BAYBURT,13,2015,TUR.15_1,Bayburt
BOLU,0,2015,TUR.19_1,Bolu
BURDUR,1,2015,TUR.20_1,Burdur
BURSA,2,2015,TUR.21_1,Bursa
DİYARBAKIR,2,2015,TUR.26_1,Diyarbakir
DÜZCE,0,2015,TUR.27_1,D�zce
DENİZLİ,0,2015,TUR.25_1,Denizli
EDİRNE,1,2015,TUR.28_1,Edirne
ELAZIĞ,2,2015,TUR.29_1,Elazig
ERZİNCAN,25,2015,TUR.30_1,Erzincan
ERZURUM,77,2015,TUR.31_1,Erzurum
ESKİŞEHİR,1,2015,TUR.32_1,Eskisehir
GİRESUN,16,2015,TUR.34_1,Giresun
GÜMÜŞHANE,39,2015,TUR.35_1,G�m�shane
GAZİANTEP,0,2015,TUR.33_1,Gaziantep
HAKKARİ,1,2015,TUR.36_1,Hakkari
HATAY,0,2015,TUR.37_1,Hatay
IĞDIR,0,2015,TUR.38_1,Igdir
ISPARTA,2,2015,TUR.39_1,Isparta
KİLİS,0,2015,TUR.48_1,Kilis
KAHRAMANMARAŞ,3,2015,TUR.42_1,K. Maras
KÜTAHYA,3,2015,TUR.54_1,K�tahya
KARABÜK,1,2015,TUR.43_1,Karab�k
KARAMAN,1,2015,TUR.44_1,Karaman
KARS,7,2015,TUR.45_1,Kars
KASTAMONU,10,2015,TUR.46_1,Kastamonu
KAYSERİ,7,2015,TUR.47_1,Kayseri
KIRŞEHİR,8,2015,TUR.51_1,Kirsehir
KIRIKKALE,0,2015,TUR.49_1,Kinkkale
KIRKLARELİ,4,2015,TUR.50_1,Kirklareli
KOCAELİ,1,2015,TUR.52_1,Kocaeli
KONYA,6,2015,TUR.53_1,Konya
MALATYA,2,2015,TUR.55_1,Malatya
MANİSA,0,2015,TUR.56_1,Manisa
MARDİN,0,2015,TUR.57_1,Mardin
MERSİN,0,2015,TUR.58_1,Mersin
MUŞ,6,2015,TUR.60_1,Mus
MUĞLA,5,2015,TUR.59_1,Mugla
NİĞDE,0,2015,TUR.62_1,Nigde
NEVŞEHİR,0,2015,TUR.61_1,Nevsehir
ORDU,14,2015,TUR.63_1,Ordu
OSMANİYE,1,2015,TUR.64_1,Osmaniye
RİZE,0,2015,TUR.65_1,Rize
SİİRT,0,2015,TUR.69_1,Siirt
SİNOP,1,2015,TUR.70_1,Sinop
SİVAS,44,2015,TUR.72_1,Sivas
SAKARYA,0,2015,TUR.66_1,Sakarya
SAMSUN,28,2015,TUR.67_1,Samsun
TEKİRDAĞ,0,2015,TUR.73_1,Tekirdag
TOKAT,159,2015,TUR.74_1,Tokat
TRABZON,3,2015,TUR.75_1,Trabzon
TUNCELİ,5,2015,TUR.76_1,Tunceli
UŞAK,1,2015,TUR.77_1,Usak
VAN,2,2015,TUR.78_1,Van
YALOVA,0,2015,TUR.79_1,Yalova
YOZGAT,57,2015,TUR.80_1,Yozgat
ZONGULDAK,0,2015,TUR.81_1,Zinguldak
İSTANBUL,12,2016,TUR.40_1,Istanbul
İZMİR,3,2016,TUR.41_1,Izmir
ÇANAKKALE,1,2016,TUR.22_1,�anakkale
ÇANKIRI,2,2016,TUR.23_1,�ankiri
ÇORUM,24,2016,TUR.24_1,�orum
AĞRI,0,2016,TUR.4_1,Agri
ADANA,6,2016,TUR.1_1,Adana
ADIYAMAN,4,2016,TUR.2_1,Adiyaman
AFYONKARAHİSAR,1,2016,TUR.3_1,Afyon
AKSARAY,0,2016,TUR.5_1,Aksaray
AMASYA,13,2016,TUR.6_1,Amasya
ANKARA,10,2016,TUR.7_1,Ankara
ANTALYA,4,2016,TUR.8_1,Antalya
ARDAHAN,1,2016,TUR.9_1,Ardahan
ARTVİN,7,2016,TUR.10_1,Artvin
AYDIN,6,2016,TUR.11_1,Aydin
ŞANLIURFA,0,2016,TUR.68_1,Sanliurfa
ŞIRNAK,0,2016,TUR.71_1,Sirnak
BİLECİK,0,2016,TUR.16_1,Bilecik
BİNGÖL,9,2016,TUR.17_1,Bing�l
BİTLİS,6,2016,TUR.18_1,Bitlis
BALIKESİR,4,2016,TUR.12_1,Balikesir
BARTIN,0,2016,TUR.13_1,Bartin
BATMAN,0,2016,TUR.14_1,Batman
BAYBURT,10,2016,TUR.15_1,Bayburt
BOLU,0,2016,TUR.19_1,Bolu
BURDUR,0,2016,TUR.20_1,Burdur
BURSA,0,2016,TUR.21_1,Bursa
DİYARBAKIR,1,2016,TUR.26_1,Diyarbakir
DÜZCE,0,2016,TUR.27_1,D�zce
DENİZLİ,1,2016,TUR.25_1,Denizli
EDİRNE,0,2016,TUR.28_1,Edirne
ELAZIĞ,4,2016,TUR.29_1,Elazig
ERZİNCAN,26,2016,TUR.30_1,Erzincan
ERZURUM,85,2016,TUR.31_1,Erzurum
ESKİŞEHİR,1,2016,TUR.32_1,Eskisehir
GİRESUN,4,2016,TUR.34_1,Giresun
GÜMÜŞHANE,20,2016,TUR.35_1,G�m�shane
GAZİANTEP,0,2016,TUR.33_1,Gaziantep
HAKKARİ,0,2016,TUR.36_1,Hakkari
HATAY,0,2016,TUR.37_1,Hatay
IĞDIR,0,2016,TUR.38_1,Igdir
ISPARTA,1,2016,TUR.39_1,Isparta
KİLİS,0,2016,TUR.48_1,Kilis
KAHRAMANMARAŞ,0,2016,TUR.42_1,K. Maras
KÜTAHYA,1,2016,TUR.54_1,K�tahya
KARABÜK,3,2016,TUR.43_1,Karab�k
KARAMAN,0,2016,TUR.44_1,Karaman
KARS,2,2016,TUR.45_1,Kars
KASTAMONU,4,2016,TUR.46_1,Kastamonu
KAYSERİ,7,2016,TUR.47_1,Kayseri
KIRŞEHİR,3,2016,TUR.51_1,Kirsehir
KIRIKKALE,2,2016,TUR.49_1,Kinkkale
KIRKLARELİ,0,2016,TUR.50_1,Kirklareli
KOCAELİ,1,2016,TUR.52_1,Kocaeli
KONYA,4,2016,TUR.53_1,Konya
MALATYA,2,2016,TUR.55_1,Malatya
MANİSA,1,2016,TUR.56_1,Manisa
MARDİN,0,2016,TUR.57_1,Mardin
MERSİN,1,2016,TUR.58_1,Mersin
MUŞ,2,2016,TUR.60_1,Mus
MUĞLA,0,2016,TUR.59_1,Mugla
NİĞDE,0,2016,TUR.62_1,Nigde
NEVŞEHİR,1,2016,TUR.61_1,Nevsehir
ORDU,3,2016,TUR.63_1,Ordu
OSMANİYE,0,2016,TUR.64_1,Osmaniye
RİZE,0,2016,TUR.65_1,Rize
SİİRT,0,2016,TUR.69_1,Siirt
SİNOP,0,2016,TUR.70_1,Sinop
SİVAS,31,2016,TUR.72_1,Sivas
SAKARYA,0,2016,TUR.66_1,Sakarya
SAMSUN,6,2016,TUR.67_1,Samsun
TEKİRDAĞ,1,2016,TUR.73_1,Tekirdag
TOKAT,68,2016,TUR.74_1,Tokat
TRABZON,2,2016,TUR.75_1,Trabzon
TUNCELİ,1,2016,TUR.76_1,Tunceli
UŞAK,0,2016,TUR.77_1,Usak
VAN,1,2016,TUR.78_1,Van
YALOVA,0,2016,TUR.79_1,Yalova
YOZGAT,19,2016,TUR.80_1,Yozgat
ZONGULDAK,0,2016,TUR.81_1,Zinguldak
İSTANBUL,19,2017,TUR.40_1,Istanbul
İZMİR,0,2017,TUR.41_1,Izmir
ÇANAKKALE,0,2017,TUR.22_1,�anakkale
ÇANKIRI,3,2017,TUR.23_1,�ankiri
ÇORUM,24,2017,TUR.24_1,�orum
AĞRI,1,2017,TUR.4_1,Agri
ADANA,0,2017,TUR.1_1,Adana
ADIYAMAN,2,2017,TUR.2_1,Adiyaman
AFYONKARAHİSAR,0,2017,TUR.3_1,Afyon
AKSARAY,0,2017,TUR.5_1,Aksaray
AMASYA,13,2017,TUR.6_1,Amasya
ANKARA,6,2017,TUR.7_1,Ankara
ANTALYA,1,2017,TUR.8_1,Antalya
ARDAHAN,0,2017,TUR.9_1,Ardahan
ARTVİN,11,2017,TUR.10_1,Artvin
AYDIN,6,2017,TUR.11_1,Aydin
ŞANLIURFA,1,2017,TUR.68_1,Sanliurfa
ŞIRNAK,0,2017,TUR.71_1,Sirnak
BİLECİK,0,2017,TUR.16_1,Bilecik
