"model","waic","dic","Disease"
"Baseline",17661.0542227224,17068.1797828903,"Dengue"
"Majority rule",11303.7784004612,11343.9317263611,"Dengue"
"Top-ranked",11377.1764239335,11410.8604848009,"Dengue"
"Any",11307.0126754178,11347.5321807431,"Dengue"
