"biodiv_intact:1","crop_cover:1","crop_expansion:1","evi_dissimilarity:1","forest_cover:1","forest_loss:1","mining:1","precip_change:1","protected_areas:1","social_vulnerability:1","tmean_change:1","urban_cover:1","health_travel_log:1","livestock_log:1","type","id","Disease"
0.442208303364803,0.112428831030183,0.0772389288601847,0.0300219822587172,0.14061827862271,-0.0875937203953509,0.261613764513578,-0.104522269702459,0.020225862242189,0.062784523725144,-0.199987304241053,0.234946452841763,-0.651373841859723,0.122728616935386,"Any",177393,"Chagas disease (acute)"
0.528197016626945,0.0514385838720368,0.0436009748207333,0.279025194617254,0.151073083181013,-0.158644709830622,0.040304251027901,-0.0876781063486629,-0.13307359150371,0.160824691621806,-0.652234673390009,0.485089128099974,-0.533866656149501,0.119949842347677,"Any",177393,"Chagas disease (acute)"
0.450292548692131,0.253010379140645,0.0361846658786965,0.104945265459518,0.266949894449375,-0.0948309184701216,0.0604986016405596,-0.131258508698706,-0.014502351961816,0.00548698446313178,0.100323607879783,0.379545204098333,-0.592796005487281,0.247255595754811,"Any",177393,"Chagas disease (acute)"
0.408631351889813,0.295783478416819,0.0401903148895972,0.25314805507508,0.604439929212262,-0.0645558294457658,-0.362250214371849,-0.393634303841868,-0.118196447743601,0.0372553116788766,-0.63382341903767,0.279811362105976,-0.74987105861576,0.319317947276825,"Any",177393,"Chagas disease (acute)"
0.543798650316212,0.0729920688648073,0.121539581386926,-0.0612243087133316,0.0788157358335695,-0.00316193342286936,-0.0696093942014312,0.0624889870949425,-0.18920188963749,-0.00431898407362816,-0.129907607311902,0.504122866902201,-0.575058254528312,0.202333722211152,"Any",177393,"Chagas disease (acute)"
0.357661005492702,0.202398822470503,0.087848156509778,0.0659999522702105,0.30431178444161,-0.295569674102813,-0.198905798385209,-0.347165794265682,-0.0908688089236536,0.120849520477026,-0.426581045800292,0.415360591547438,-0.593331987060301,0.234742771073877,"Any",177393,"Chagas disease (acute)"
0.336334981629883,0.183767503851633,0.160542522793333,0.220092338034908,0.386758511154504,-0.0230215853083712,-0.0969638577568847,-0.0833633327868788,-0.180757556299322,-0.0764268385679697,-0.287149440910428,0.459995582376478,-0.563359562081617,0.209141379260631,"Any",177393,"Chagas disease (acute)"
0.373704555042214,-0.0866323233472299,0.095367443941876,0.0211729769015956,-0.070513548856963,0.0790882032528491,-0.333649376421781,-0.0313697335324452,-0.179145876342905,0.106614090141702,-0.480559479841881,0.43774131664919,-0.746397794476184,0.199918505233886,"Any",177393,"Chagas disease (acute)"
0.283650395421972,0.0564539114005419,-0.00332532296926016,-0.0777379550598372,0.152298313491082,-0.155568073964527,-0.191539445470202,-0.250576979926001,-0.157601294236368,0.148220121425511,-0.288877990943966,0.427046900739596,-0.90985658785667,0.137303920526506,"Any",177393,"Chagas disease (acute)"
0.545198165224969,0.0724461333124964,0.082465565798332,0.177812364814745,0.307809960711465,-0.0554950541056882,-0.195631021171374,-0.242018179357317,-0.111074957344386,0.0177034008163338,-0.916319920716928,0.571434743190153,-0.511102022453622,0.471322170306274,"Any",177393,"Chagas disease (acute)"
0.420918111984672,0.0656523579476502,0.253127064252752,0.333010952170215,0.324851328644079,-0.0118445473977176,0.247722147464185,-0.387671804857324,-0.029965602350096,0.0350910021713647,0.0267120711081125,0.356505657425064,-0.552511798520497,0.344516071064227,"Any",177393,"Chagas disease (acute)"
0.404168371324665,0.143393361701334,0.0541062773585769,0.0735433058184597,0.0233394652380705,-0.0741209880057121,-0.155127467434052,0.0248434741876047,-0.178313642059915,0.0450224280211762,-0.4995277619129,0.403919614289396,-0.534499522734887,0.230117367940558,"Any",177393,"Chagas disease (acute)"
0.52222113414266,-0.016784010103176,0.0852475805330833,0.12709899779583,0.100367040623676,-0.129604807501982,-0.232496746913502,0.0139270224509181,-0.225514757856659,0.0490457190759345,-0.201920477307942,0.440636424762751,-0.328393190710412,0.186013925949398,"Any",177393,"Chagas disease (acute)"
0.261433848902169,0.110584312343464,0.0615958121650497,0.081350152505727,0.249331547466625,-0.102346919693949,-0.129041599271225,-0.0317640249037369,-0.0546181126289991,0.0410894761662567,0.0318276097719941,0.492575597853119,-0.476551635452168,0.424660096916008,"Any",177393,"Chagas disease (acute)"
0.314149530306484,-0.0352935509923859,0.0512352844538374,0.0881228825424517,0.0928427777584645,-0.145935961823829,0.237823080314532,-0.198198781580603,-0.0819541147764158,-0.0187008329417985,-0.375575569103029,0.212468110050004,-0.871639783868498,0.00103475503182962,"Any",177393,"Chagas disease (acute)"
0.409515396318244,0.35189239314864,0.24444944319624,0.0273412224278204,0.491467691675427,-0.216515056469653,-0.422330842406143,-0.350295362383697,-0.0710310665509523,0.117037054170193,-0.239288069978064,0.401296766226991,-0.814761521968386,0.0157850890070904,"Any",177393,"Chagas disease (acute)"
0.398846700819607,0.16444722076855,0.0525508807662703,-0.0385658589399937,0.125153890062227,-0.212078501722813,-0.236498527807132,-0.105245932655851,0.032675144451064,0.100518708662995,-0.318332138661138,0.354186420166619,-1.00589005612479,0.00626551925891877,"Any",177393,"Chagas disease (acute)"
0.487547104930087,0.127771931522126,-0.0985201780039764,0.207162979493797,0.248897229419935,-0.218296568512248,-0.219827551121005,-0.233165214099392,-0.0730940763153066,0.169775003675675,0.241323917045898,0.491560315075718,-0.53485539065446,0.480246275017461,"Any",177393,"Chagas disease (acute)"
0.65389402801781,0.180377346111654,0.059227327284216,0.118637426159611,0.110621169384924,-0.0242028224867287,-0.141765807697504,-0.154226642317111,-0.0692962270588928,-0.106907059703608,-0.478277438579516,0.499899759349401,-0.416155477311918,0.177735630396482,"Any",177393,"Chagas disease (acute)"
0.457968141488219,0.208393813277943,0.00726564275980945,0.0440007909243288,0.272841429647919,0.0344066845309214,-0.115359826084088,-0.369456435388798,-0.285730108005939,-0.111195232207545,-0.180127209035912,0.484325805931789,-0.420678267968399,0.379977868210413,"Any",177393,"Chagas disease (acute)"
