"biodiv_intact:1","crop_cover:1","evi_dissimilarity:1","forest_loss:1","mining:1","precip_change:1","protected_areas:1","tmean_change:1","urban_cover:1","urban_expansion:1","type","id","Disease"
-0.0528545250556295,-0.873278841060551,0.0938639437523181,-0.238320323825757,0.149655486499428,-0.131995178178186,0.217672984324904,-0.0724290154372523,-0.206742617598209,-0.0758463811724642,"Any",202682,"Plague"
0.365577356050936,-1.26820735950699,0.312368717726445,-0.373863096309608,-0.120300204685768,-0.0966772322439007,-0.0629814712902757,0.0426280956208523,-1.24357725536403,0.415419567024047,"Any",202682,"Plague"
-0.346249228415,-0.472728344110605,-0.495381826142847,0.540496144712575,0.0419003050150898,0.271342283214103,0.203045108065528,0.2391967844557,-0.6802083335001,0.267336240588197,"Any",202682,"Plague"
-0.211091513923408,-0.239851377080055,-0.188737660603508,-0.0136366692285432,-0.0747913182445439,-0.388575955984924,0.398647426398437,-0.0208711570345231,-0.819172434344573,0.499216214672466,"Any",202682,"Plague"
0.214221659825516,-1.16823437851481,0.108236936041836,0.157202404540818,-0.147709960496837,0.422733875755976,-0.281478441125885,0.254675125047889,-1.95564889617054,0.728319754368776,"Any",202682,"Plague"
0.237833315075908,-1.2817448053997,0.562918752008612,-0.206985130346248,-0.220903205321729,-0.278980493963698,0.108048119661245,0.20641803883621,-1.50239004316323,0.264325895080187,"Any",202682,"Plague"
-0.151244926494896,-1.60270486906254,0.148718517961329,0.146711378137083,-0.197145918290878,0.171295128584045,0.20718874749346,0.593257209093132,-0.938616013727206,0.565917619419248,"Any",202682,"Plague"
-0.260180571284926,-0.746868568371279,0.105184863184724,0.191800223819029,0.06916378511688,-0.177261191413793,0.289434265266977,0.229905513108083,-0.460725827560794,-0.0256216534958592,"Any",202682,"Plague"
0.211671329931369,-0.699062642452722,-0.164178183304249,0.160484012567798,0.0137062569934332,0.403067152047869,0.163776829128237,0.518076549226216,-0.205968704030216,0.368927942305166,"Any",202682,"Plague"
0.225771991723113,-0.636378062928887,0.456771905930551,-0.226469618883078,-0.0570313344163011,-0.0146253562122878,0.0696343264353227,0.790050817140592,-0.801055827272459,0.252272837998231,"Any",202682,"Plague"
-0.216877638631648,-0.963154493370245,0.0466571079274965,-0.0220817261123175,0.0049892200997446,0.10672593287764,-0.0572563651013122,0.431355502408125,-1.0781407377934,0.471636429116202,"Any",202682,"Plague"
-0.214246738686379,-1.14761569585022,0.170272593592875,-0.0883920091011659,0.0476078870359162,-0.23802894867343,0.228992506870306,0.709288260688335,-0.354154459442088,0.0844108613103777,"Any",202682,"Plague"
0.283048485886256,-0.735232603012641,-0.347824540371678,-0.135348747832133,-0.193901139630564,-0.185805890502273,0.149588520939038,0.827715299532177,-0.637788234017539,0.367474010246174,"Any",202682,"Plague"
0.00313314223771404,-0.743362345737565,-0.185004761671974,-0.471845206715893,-0.111461847740976,-0.28549216641455,0.198405395357457,0.495650207659386,-0.0536626177808714,-0.216357028384815,"Any",202682,"Plague"
