"biodiv_intact:1","crop_cover:1","crop_expansion:1","evi_dissimilarity:1","forest_cover:1","forest_loss:1","mining:1","precip_change:1","protected_areas:1","tmean_change:1","urban_cover:1","health_travel_log:1","livestock_log:1","type","id","Disease"
0.744572175374161,0.301732837277174,-0.317467032298459,0.153621058678733,0.0663899061583564,-0.120871553910381,-0.944736703218849,-0.189550953269815,-0.127123708860495,0.150949511866296,1.19432850328621,-0.712698781023723,0.0689811817338289,"Any",636287,"Zika"
0.598575344399436,0.00939497895570907,-0.0399301197973553,0.0257569718724982,-0.179218301389122,0.000202711635501195,-0.798519881465901,0.182962584860987,-0.233937566315269,0.449059115909321,1.0860024638149,-1.49188783508424,-0.02015208831139,"Any",636287,"Zika"
0.455218336167515,0.364583743943094,-0.160420846538867,0.418626250117211,0.700214763318167,-0.184581379616914,-0.859333906165535,0.114836146276512,-0.1846489082511,0.217530125429672,1.06829699787338,-1.30913291084885,0.451162657082569,"Any",636287,"Zika"
0.262839663383848,0.260909964622651,0.0262218135853682,0.162778572205886,-0.087917878906172,-0.199350475850903,-0.322784914467653,0.109302401960364,0.232271126947244,0.378012214653045,0.505461829480115,-1.40455010255302,-0.0880115725815904,"Any",636287,"Zika"
0.432003002587251,0.192001218884571,-0.0303701528630314,0.0367876330997249,0.186308749122689,-0.401962689208767,-1.29978624460973,0.00883747934050511,-0.376017963929408,-0.205399195494022,1.07874986066675,-1.93836369869402,0.201104848398844,"Any",636287,"Zika"
0.331288781803816,0.141957172116409,-0.0669608001676657,-0.117045839312877,-0.177606601270187,-0.263389235680575,-0.948161258074404,-0.11167297856654,0.0481040130104411,0.0116171187438371,0.917776992456579,-1.10208297368981,0.014905368227923,"Any",636287,"Zika"
0.877890420213765,0.141192282922014,-0.0109870825505011,0.354533098530438,-0.431543063032556,0.297595350543291,-0.48235866833343,0.099623912106227,-0.0748526102922362,0.322762839420627,1.20568128976697,-0.833165352108824,0.0513763334708161,"Any",636287,"Zika"
0.424327637133226,0.411103754501358,0.0792819455337309,0.241686653240325,-0.438066386229734,0.10487809871973,-0.393455865422475,0.241662883286569,-0.0818859142001551,-0.101552476246962,1.24600010421847,-0.832707749674863,0.499832907110896,"Any",636287,"Zika"
0.68213230700699,0.244415397963768,-0.08302622869725,-0.0700701267397754,-0.000457587375611564,0.123677018229421,-1.51219799597259,-0.0934831729108355,-0.152150336054274,-0.183193932988097,1.27369838914536,-1.57181971151623,-0.0120448799202331,"Any",636287,"Zika"
0.606164802576047,0.0582932593696035,0.00328451765701168,0.271651214570772,-0.348834133175217,-0.0709475483344451,0.326047689513274,-0.0283048098095241,-0.185512385603202,0.0689480662202061,0.99733805199446,-0.727945412180238,0.367750866438363,"Any",636287,"Zika"
0.875418512791581,0.206809231825305,-0.159564432112123,0.149982804162388,-0.256420068461171,-0.16297623172943,-0.485325795480464,-0.120505703455261,0.150573164509822,-0.206364664128313,1.14919579114193,-1.3893343654046,-0.198441802714137,"Any",636287,"Zika"
0.458078555829039,0.488000868590253,-0.251388028349858,0.116885025778408,0.145224969701522,0.143418062644491,-0.82847529813743,0.136284777777759,-0.0739863872729009,0.00916628801958827,1.37606992832527,-1.25179819860715,0.393192501607282,"Any",636287,"Zika"
