"crop_cover:1","crop_expansion:1","evi_dissimilarity:1","forest_cover:1","forest_loss:1","mining:1","precip_change:1","protected_areas:1","tmean_change:1","urban_cover:1","livestock_log:1","type","id","Disease"
0.388366556020655,0.301730077281139,-0.634797114310784,-0.0938434255381431,0.00424528297591019,-0.0601032439135014,0.180638630309677,-0.0333029288268752,-0.317824968274632,1.35098343363056,0.56492062956403,"Any",410036,"Influenza H5N1"
0.035046298090515,0.260916172674254,-0.414394593465596,0.030346116034647,-0.415845241127675,0.360614618906179,0.0143642274031815,0.0540551413274071,-0.207992821772582,1.52939939304404,0.623528139447629,"Any",410036,"Influenza H5N1"
-0.0183572048686368,0.171714007792618,-0.652520138626618,-0.595979456739321,0.278800358325305,0.252844110802499,0.118908088873327,-0.0853183835763557,-0.442821697410128,1.28066488695068,0.573702591682395,"Any",410036,"Influenza H5N1"
0.140489641850755,0.420973602013539,-0.347774149713191,-0.402694090427824,-0.389034619466054,0.145899524961895,-0.296356819499062,0.0926819006470581,-0.435149993276139,0.963810670415255,0.471480389504419,"Any",410036,"Influenza H5N1"
0.0125282976522073,0.231503378062343,-0.469218982381884,0.216129595179652,-0.128574094933948,0.0213149388876861,-0.0289731512244102,0.0262986793109891,0.157426893154761,1.29253282692531,0.815742789191953,"Any",410036,"Influenza H5N1"
-0.0578582601286254,0.299284454321877,-0.475148197367385,-0.142004125868643,0.186734057901109,-0.00104056700045009,-0.593591387882834,-0.158027499334653,-0.590684983923631,1.21388290287398,0.490165768484256,"Any",410036,"Influenza H5N1"
0.130976215863554,0.624948956090438,-0.397544026755547,0.186655271644796,-0.164389473841549,0.142302549746373,-0.334679017930079,-0.103207048679382,-0.193948795924386,1.47597489509592,0.479269544693292,"Any",410036,"Influenza H5N1"
-0.0660570478224672,0.270207942719127,-0.446994977632477,-0.153763294043635,-0.12986007554538,0.270673030512881,-0.627226697131062,-0.224812045155211,-0.420064747559952,1.14175257262477,0.383816948549389,"Any",410036,"Influenza H5N1"
0.0448705339184274,0.183508225086955,-0.287302598804516,-0.571619659395673,0.132070484487042,0.18565678481233,0.0828478961158528,-0.0199288775488665,0.156870483890903,0.622066590904719,0.586449956143197,"Any",410036,"Influenza H5N1"
0.102668791924112,0.331633479965572,-0.655524566899059,-0.233569711509842,0.319562062365983,0.0687022826392103,-0.13454772042794,-0.00849710327503556,-0.0108008606242422,1.29217069369288,0.959013291952374,"Any",410036,"Influenza H5N1"
