"crop_cover:1","evi_dissimilarity:1","precip_change:1","tmean_change:1","urban_cover:1","type","id","Disease"
-0.997198497589114,0.546714897475214,-0.325826008716926,0.417774593067738,-0.839349464814643,"Top-ranked",930850,"Plague"
-1.17274830506866,0.393725562290176,0.0770630139381452,0.408182781812749,-0.993386802099251,"Top-ranked",930850,"Plague"
-1.32549708824181,0.15844218713696,-0.167700903481182,0.302746196105292,-0.465636645395235,"Top-ranked",930850,"Plague"
-0.85805655613439,-0.334062399076643,-0.147952774997883,0.207838222718784,-0.527787802826521,"Top-ranked",930850,"Plague"
-0.978809919776057,0.264871806604742,-0.225184261689604,0.686344823932702,-0.722442153780377,"Top-ranked",930850,"Plague"
-0.909763348547486,0.0579386793033113,-0.613844014752519,0.628931407289669,-0.29448856201249,"Top-ranked",930850,"Plague"
-1.01367808985595,-0.0910591046187283,-0.436701738559285,0.52594542075842,-0.350883474723058,"Top-ranked",930850,"Plague"
-1.06885117539187,-0.167217737147576,-0.0138511845566172,0.69588737529256,-0.285108826146653,"Top-ranked",930850,"Plague"
-1.27750235004192,0.0533482803978057,0.253631824482858,0.408958846256243,-0.5198984087813,"Top-ranked",930850,"Plague"
-1.6235024074316,0.407648053181863,0.0798371207290371,0.504514163248179,-0.408265231007018,"Top-ranked",930850,"Plague"
-0.783645261198342,0.379666730576106,-0.132610085505332,0.24182988677423,-0.478074471753253,"Top-ranked",930850,"Plague"
-0.386542049124325,-0.0440530598680526,-0.308215694575178,0.460208863528172,-0.196812480446424,"Top-ranked",930850,"Plague"
-1.1350098253514,-0.097209535496746,0.207937877741163,0.579860866320747,-0.636705514347675,"Top-ranked",930850,"Plague"
-1.95304015978311,0.461834954084902,-0.0950918935731771,0.574583827585777,-0.613140428029021,"Top-ranked",930850,"Plague"
-1.4667944565639,0.0552535494533298,0.11214280721974,0.663059064239799,-0.319777792655259,"Top-ranked",930850,"Plague"
-1.45718473077324,0.04111570543661,-0.243722782374014,0.413470118186403,-0.827449769302701,"Top-ranked",930850,"Plague"
-0.95035695011477,0.131575123391642,-0.188238010524242,0.555573927145464,-0.835108184224091,"Top-ranked",930850,"Plague"
-1.12161983662065,-0.138519494456483,-0.304385712186877,0.71440166596241,-0.594139589065717,"Top-ranked",930850,"Plague"
-1.09234591489131,0.263951704060411,-0.201568888142064,0.24265018380491,-0.557295529225145,"Top-ranked",930850,"Plague"
-0.809067429304486,0.0091933704398191,0.0498226775014268,0.224871040351431,-0.781912329691273,"Top-ranked",930850,"Plague"
