"biodiv_intact:1","crop_cover:1","crop_expansion:1","evi_dissimilarity:1","forest_loss:1","precip_change:1","protected_areas:1","tmean_change:1","urban_cover:1","health_travel_log:1","livestock_log:1","type","id","Disease"
-0.0233803308925967,-0.0510203831333656,0.0802927628909776,0.120054989022983,0.0540441514486782,-0.617769749403943,0.423590451109121,-0.659226094881765,0.507840863835014,-0.720955345864551,0.451158548378479,"Any",950802,"Japanese encephalitis"
-0.114096250798435,-0.049345597482233,-0.0596479411022812,-0.0441534213209484,0.0342307625481512,-0.465277688844963,0.230843321710537,-0.708260165680002,0.713067467675643,-0.605340802668043,0.378003407246976,"Any",950802,"Japanese encephalitis"
0.102841448331518,0.173923960639023,0.0378243475988567,0.0250231881327872,-0.0648314326890116,-0.502678621488346,0.255156781609648,-0.641929985308836,0.887464504360827,-0.163484621584224,0.640581168544435,"Any",950802,"Japanese encephalitis"
-0.0536552101098146,0.0346718952859566,0.128746906073101,0.00832441086063651,0.033457075220255,-0.231176238570513,0.218682817982018,-1.03146340989918,0.647485137790555,-0.646529065815912,0.683240015548961,"Any",950802,"Japanese encephalitis"
-0.0316308235730481,-0.0361569528395166,0.0992223157813117,0.0677943996758201,-0.132362730445103,-0.445885989620967,0.274962706755126,-0.563224038480771,0.61540901805085,-0.48001471837961,0.373459299041233,"Any",950802,"Japanese encephalitis"
-0.0144260526618529,-0.0128019804233632,0.0668310506272803,0.0281725704086704,0.0587973999674037,-0.382274701852165,0.148587155691587,-0.664065170154602,0.769489824195731,-0.322455924397144,0.44059625753194,"Any",950802,"Japanese encephalitis"
-0.269956427254775,-0.109830266756813,-0.045499398894079,0.0217896847738398,-0.0914179493672629,-0.508077820620581,0.245858600867906,-0.575262040462008,0.693697295589355,-0.286730004883952,0.522817868135371,"Any",950802,"Japanese encephalitis"
-0.179634765230425,-0.0941912004849109,0.0617039254989869,-0.0480815675896372,-0.0406675414263518,-0.381794971286527,0.341842287564234,-0.316662014924187,0.576033374587214,-0.410112024765111,0.596567724105141,"Any",950802,"Japanese encephalitis"
-0.206856378347945,-0.128369745502844,-0.0952332173865626,0.0454814108280511,0.030895908943992,-0.477051789347438,0.249979297142627,-0.547309560166235,0.671607023824564,-0.320456355298861,0.61357125558099,"Any",950802,"Japanese encephalitis"
-0.0467938937089101,-0.000192161125030933,0.0882838047954053,0.0774592429482043,-0.0598386397540102,-0.292015672871705,0.247127354936556,-0.770453023250753,0.696085278011515,-0.328500869186895,0.601676177129254,"Any",950802,"Japanese encephalitis"
-0.11383579044865,-0.00353128300288003,0.00252774077205296,0.0851957157481575,-0.05802680410914,-0.46145451730673,0.303563532335107,-0.347421502143362,0.643778546389212,-0.457417562483705,0.614848443703237,"Any",950802,"Japanese encephalitis"
-0.0687696302607789,0.0144837484836599,-0.0394860444105478,-0.00171468407401583,0.00185858406441552,-0.59674655964697,0.252766257578028,-0.579603372707621,0.577531170174431,-0.464584914591693,0.63801758640745,"Any",950802,"Japanese encephalitis"
