"model","waic","dic","Disease"
"Baseline",570.204971534477,589.564722669388,"Influenza H5N1"
"Majority rule",524.836881193899,533.824323782075,"Influenza H5N1"
"Top-ranked",526.669125964825,535.859794236062,"Influenza H5N1"
"Any",528.500480555515,536.785628458724,"Influenza H5N1"
"Consensus",526.082362240753,535.715868139532,"Influenza H5N1"
