"crop_expansion:1","evi_dissimilarity:1","forest_cover:1","forest_loss:1","precip_change:1","social_vulnerability:1","tmean_change:1","urban_cover:1","health_travel_log:1","type","id","Disease"
-0.0251240335615574,1.07264767150609,1.45628511451983,-0.13214014669001,-0.104729199869757,-0.448030338417774,-0.279542850786549,-0.285715376034885,-1.78550071311838,"Top-ranked",466568,"Oropouche fever"
-0.496585606211457,1.14726809375561,1.58312134935392,-0.246022940912474,0.0644660133934082,-0.0466564663613735,-0.513943579065611,-0.13062161720636,-2.44197912988018,"Top-ranked",466568,"Oropouche fever"
-0.286662798550758,1.22006879213473,1.97318217056065,-0.0915655391094315,-0.723750149299144,-0.28171705926167,-1.05026514685814,0.0562941179584767,-1.67786934150109,"Top-ranked",466568,"Oropouche fever"
-0.0923176164475463,1.1990209135311,1.37459493012093,0.0901768609073462,-0.141447663001013,-0.14892606284158,-0.34167591069211,-0.243276382273335,-1.56589752089128,"Top-ranked",466568,"Oropouche fever"
-0.0517119886713808,0.984054733490448,1.91038515951166,-0.22654214826396,-0.29260569175727,-0.166893787968604,-0.0945194731097072,-0.0345765893702702,-2.33475530750004,"Top-ranked",466568,"Oropouche fever"
-0.310128598001516,1.05733253149406,1.64417531432055,-0.449631726817118,-0.441644525354922,-0.677335826206959,-0.594006803948475,0.125028609613058,-1.50060278688994,"Top-ranked",466568,"Oropouche fever"
-0.686403276291148,1.40111678162883,1.76310456830894,-0.130012939417549,-0.289116844173652,-0.344442908071994,-0.615291846798272,0.136059998550285,-1.76399207386637,"Top-ranked",466568,"Oropouche fever"
-0.568557787910795,1.43885222335274,1.47424635410709,-0.117460944857494,-0.437091697147274,-0.33703369723841,-0.263367387620138,-0.0956722543123606,-1.59045768313401,"Top-ranked",466568,"Oropouche fever"
-0.015492318637908,1.22779269129497,1.47404394373659,-0.0496306837627174,0.112297262023032,-0.289657629907489,-0.105132105089778,-0.112098447464208,-1.25059099281184,"Top-ranked",466568,"Oropouche fever"
-0.630807515265663,1.1930417450436,1.5455668308534,0.106276237348283,-0.703415785605229,-0.452274004110064,-0.75503868361433,0.04773448915607,-1.82741742194201,"Top-ranked",466568,"Oropouche fever"
-0.139094870156402,1.09506405337578,1.13896819980142,0.201884807729163,-0.558814812035268,-0.697719029156241,-0.109508935081742,-0.216586675156175,-1.61931457676358,"Top-ranked",466568,"Oropouche fever"
-0.0751725720034837,1.11782083180801,1.5947391358327,-0.0834916303077658,-0.180167162536692,-0.324602262347492,-0.231792461776422,0.192713660273429,-1.48127560164202,"Top-ranked",466568,"Oropouche fever"
-0.382316803236792,1.23678576705664,1.26987587819524,0.124040179936398,-0.375921788707156,-0.297900729535187,-0.491091046921096,-0.103758805523242,-1.94475688760483,"Top-ranked",466568,"Oropouche fever"
-0.460509049024496,0.87810669051412,1.36897684945677,0.0577560930417941,-0.00586051523931011,-0.402342531392793,-0.484179403004621,-0.254128226884002,-1.64072690238769,"Top-ranked",466568,"Oropouche fever"
-0.0458925518578623,1.04294491339011,1.27565262987101,0.091342607408981,0.0396593773342563,0.0167231872753629,0.0366621803151649,-0.0883606115559854,-1.83723107538405,"Top-ranked",466568,"Oropouche fever"
-0.432088622049348,1.36132514902413,1.85620124022531,0.101392247306049,-0.315752570616817,-0.475308623318683,0.120846754294655,-0.129335514098914,-1.80902159926991,"Top-ranked",466568,"Oropouche fever"
