"biodiv_intact:1","crop_expansion:1","evi_dissimilarity:1","forest_cover:1","forest_loss:1","precip_change:1","protected_areas:1","social_vulnerability:1","tmean_change:1","urban_cover:1","health_travel_log:1","type","id","Disease"
0.321301852504718,-0.154959025786527,0.149325528455146,0.160037304637732,-0.0582808951595526,-0.0788055543370671,-0.118367801910675,-0.689652729820518,0.437593650714891,0.896418194906784,-1.38058401785203,"Majority rule",328399,"Chikungunya"
0.0827878750478458,-0.120474873814491,-0.160535386270622,0.45292827799414,-0.384342830890556,-0.187668026813258,0.00375745931641921,-0.699393617945077,-0.0300945028328676,1.43775674573976,-1.39794198555407,"Majority rule",328399,"Chikungunya"
-0.0113397523113396,-0.233135439641276,-0.224510260938824,0.482105527209337,-0.217587185514273,-0.347669194538156,-0.341229168106769,-0.722238791052499,0.0838228570601555,0.998372464691543,-1.32245067284901,"Majority rule",328399,"Chikungunya"
0.502280644393405,0.0986619637087481,-0.122157603652016,0.541210763344213,-0.150799403108593,-0.457271608965395,-0.0835557459677405,-1.09770137737415,-0.58542692961053,1.11507381529587,-1.76666262633134,"Majority rule",328399,"Chikungunya"
0.287945031233791,0.0525655591266146,0.134901869541121,0.173980439229256,-0.074599422044194,-0.137124732960843,-0.39994055938716,-0.573327524329989,0.419131800681033,1.7143253790179,-0.779567705855146,"Majority rule",328399,"Chikungunya"
0.271745460936062,-0.159940482837181,0.387657636758994,0.35919563868101,-0.27670969178561,-0.170395884726898,0.056642936701577,-0.905475029437872,-0.274027507142531,1.17555207333291,-1.15254073337587,"Majority rule",328399,"Chikungunya"
0.0805759915000161,0.32019923646843,0.407907156653696,0.703254669974615,-0.37583790655162,-0.549202043118714,-0.00476884186418527,-0.967939044092535,0.407613266145607,1.0505707868398,-1.42350431139497,"Majority rule",328399,"Chikungunya"
0.162608295002309,-0.168495394737968,0.101304412283588,0.853326224793858,-0.349801097953486,-0.151440294587427,0.103811530337027,-0.994319325892433,0.418215358374884,0.956442088290277,-1.61048639535479,"Majority rule",328399,"Chikungunya"
0.512368220500266,-0.11365734420103,-0.0344089359581718,-0.137956866222088,-0.105124257898058,-0.418710333196073,-0.216594559318681,-1.207562066145,-0.34769935677522,1.02941924186021,-0.914449843243162,"Majority rule",328399,"Chikungunya"
0.577115886410711,0.12307016277993,0.640686490450523,0.288188969889662,-0.0195245125485019,-0.437716090882702,-0.191847968897581,-0.961293835195247,-0.0970768502115881,1.07190610860384,-0.991500983871522,"Majority rule",328399,"Chikungunya"
-0.0362830724039796,-0.179678512783038,-0.167706837625628,0.636217381239134,-0.407612053885257,-0.361021613355071,0.0451312931172169,-0.61393201660157,0.0475778260233112,0.85454615137282,-1.79737081609251,"Majority rule",328399,"Chikungunya"
0.250752201992779,-0.0128698151186305,0.176826061094729,0.0596462180052429,-0.146397589004431,-0.211904299945433,-0.159142293936191,-0.893025780777906,0.335793862400515,1.22533375752561,-0.760209083832668,"Majority rule",328399,"Chikungunya"
0.373544867457791,-0.327699034848161,-0.0555173720490842,0.094221360677619,0.0500732311738029,-0.217868059596119,-0.0323874416561034,-1.26889000983746,-0.272014459661783,1.30271064121149,-1.18865929555817,"Majority rule",328399,"Chikungunya"
