"biodiv_intact:1","crop_cover:1","crop_expansion:1","evi_dissimilarity:1","forest_cover:1","forest_loss:1","precip_change:1","protected_areas:1","social_vulnerability:1","tmean_change:1","urban_cover:1","health_travel_log:1","type","id","Disease"
-0.0854982748252181,0.288283046664782,0.0719441500020177,0.338853718020338,0.621790238770199,0.0950227365019393,-0.0450692455829028,0.0125484732001654,-0.331892682548512,-0.417300890988713,0.445157824629603,-0.736591437965096,"Majority rule",36809,"Yellow fever"
0.00668233917279473,0.329218847809904,-0.0242606090158999,0.274971225184372,0.499438458939496,-0.0186141826733849,-0.142569126077591,0.135281468713216,-0.106047821273775,-0.537502586136886,0.47980308982199,-0.751974910977709,"Majority rule",36809,"Yellow fever"
0.131550664880749,0.257055419851934,0.0748892994045013,0.305499179958729,0.168656403627335,0.102273971725819,0.0149269844997591,0.0614217879530732,-0.111803981752647,-0.296362270445697,0.439291567359691,-0.759715636983031,"Majority rule",36809,"Yellow fever"
-0.0210655928127579,-0.103211423351725,0.143832244454253,0.279866517538111,0.446246472791392,-0.0266027643775299,-0.111072131764539,0.0812332806709088,0.0282629734774185,-0.783584375824242,0.482899120487552,-0.876285245173541,"Majority rule",36809,"Yellow fever"
0.0406990446850389,0.227335162030323,-0.0498885737583494,0.351175448254825,0.380851343062708,0.0311018765201719,-0.0530658397474481,0.183755308503151,-0.247947030907779,-0.678741334598545,0.311944680736397,-0.868814865038396,"Majority rule",36809,"Yellow fever"
0.0783749042459015,0.382276019436361,0.133810501412274,0.169207299239824,0.704774700622318,0.0192479925829774,0.160343167405757,0.161981540064566,-0.263480050435322,-0.4150400539682,0.531010102757067,-0.87690540924165,"Majority rule",36809,"Yellow fever"
-0.0482167167484107,0.258401402949752,0.0135596563968022,0.430857034711493,0.468827425257898,-0.0255853798711838,-0.0140341812582523,0.136936672105665,-0.0515303547476021,-0.582023988038876,0.45518389460064,-0.782851352556725,"Majority rule",36809,"Yellow fever"
0.0992592598099681,0.107930500452536,0.107508507789667,0.331981415947559,0.579036100074796,0.0670481740622342,-0.079955786524995,0.0228301793911865,-0.0474473042905847,-0.480244271471668,0.439092018981198,-0.888445098045206,"Majority rule",36809,"Yellow fever"
-0.190359906975695,0.0847066985026767,-0.0424126453664904,0.414098857807625,0.43045134360229,0.0901184513143849,0.0311898663745227,0.20318926391309,-0.339552941549799,-0.540311191920304,0.181377969823994,-0.998484312067056,"Majority rule",36809,"Yellow fever"
-0.160863920934071,0.118126697310183,0.183949186818089,0.479629490496851,0.743838738885483,-0.0203886491231191,-0.100852993374489,0.0419195893824902,-0.0434233507817654,-0.202159031755788,0.454275406802347,-0.75074516973533,"Majority rule",36809,"Yellow fever"
