"biodiv_intact:1","crop_cover:1","crop_expansion:1","evi_dissimilarity:1","forest_cover:1","forest_loss:1","precip_change:1","protected_areas:1","social_vulnerability:1","tmean_change:1","urban_cover:1","health_travel_log:1","type","id","Disease"
-0.0626155105750277,0.184314739905239,-0.139818686074348,-0.005302459472663,-0.00722258274551846,0.138911519179824,0.9543852276879,0.368937471618048,-0.384833481243589,-1.52526842920856,0.981089739332674,-0.420617583729908,"Majority rule",963523,"Lassa fever"
-0.270518833144837,0.186926495984704,-0.216612648137751,0.232093715805908,-0.253941576956539,-0.175547347602414,0.194141493747291,0.282221426629881,-0.15683760845806,-0.946565505501469,1.08565431312513,-0.309342211490148,"Majority rule",963523,"Lassa fever"
-0.12265327435957,0.17215866581785,0.162693086355644,0.0642565582168915,0.0679154125898729,0.104692969564777,0.216348695927239,0.247688395708492,-0.748967579762829,-1.47695217637327,0.790626111383666,-0.533605786831851,"Majority rule",963523,"Lassa fever"
-0.0539662316501311,-0.21714870290408,-0.329195743471579,0.453272510086285,-0.323934898338137,0.240069165649621,0.191791177222617,0.0870209726049321,-0.233139475615679,-1.46358852413903,0.830718300315093,-0.426789934047251,"Majority rule",963523,"Lassa fever"
-0.216533300442033,-0.126510616653379,0.155732990844883,0.167511359154261,-0.210874035909126,0.442389561111425,-0.0497240876475779,0.140269066109387,-0.0686207926067036,-0.733649952936584,0.847647360632283,-0.572040917793296,"Majority rule",963523,"Lassa fever"
-0.0142418836419064,0.337114233624189,-0.0281277992583826,0.102685945827756,-0.455889296596742,0.197109537090682,1.34484895536866,0.305405319452814,-0.169626382429534,-0.764487958413843,0.680778745838134,-0.820232978341445,"Majority rule",963523,"Lassa fever"
-0.0817121681045304,-0.152307768026856,-0.131745550557524,0.168653535907864,0.000513425736525408,-0.0366643012896093,0.158742847932419,0.203108483809905,-0.0871287204778954,-0.800895964820354,0.913286921403076,-0.470256429537695,"Majority rule",963523,"Lassa fever"
0.357543199002026,-0.135635168412523,0.0414637031058042,0.131762421549782,-0.618319596889675,0.0485698191543615,0.30615533770447,0.382950590974398,-0.282963122787333,-1.29197772248443,1.02701870103121,-0.70314931001689,"Majority rule",963523,"Lassa fever"
-0.000729024666530229,-0.143751484420549,0.03274178553215,0.164623735603626,-0.511238705280307,-0.0812921329547963,0.616914917112262,0.155290354379729,0.0939018541717929,-1.15873597646084,0.900841120240097,-0.483285349358293,"Majority rule",963523,"Lassa fever"
-0.137919339966209,0.0932551717088812,-0.0773037081554774,-0.210545991344146,-0.06803944758448,-0.0317389773385202,0.629848206453522,0.0960351611321017,-0.308226469775832,-1.1190822551288,0.982930541354971,-0.378033192117484,"Majority rule",963523,"Lassa fever"
0.00634517404226091,-0.185100413182347,0.067254846885823,0.0926546769548987,-0.108255833650228,0.21240547853406,0.555626894924661,0.0818053824834327,-0.104075197366237,-0.649438273268587,0.822915976278116,-0.877622904287561,"Majority rule",963523,"Lassa fever"
0.045738941685339,-0.0414900702947318,0.169728842955189,0.299233558801887,0.043841100818327,-0.124540462122382,0.54046381460465,0.447560546053272,0.1101270894601,-0.450741797605725,1.1359783004755,-0.784839866874748,"Majority rule",963523,"Lassa fever"
0.26117427738884,0.231208907169128,0.238002125074518,0.0783735585505036,-0.011752355780236,0.092599770850253,0.0267876234807538,0.33050881084538,-0.37070517445698,-1.24284294718247,0.736636382318236,-0.713436599486803,"Majority rule",963523,"Lassa fever"
0.108864754797106,-0.145486941483828,0.213287390654818,0.333572077499137,-0.249110021785537,0.0192004023392185,0.271469580212467,0.182451868365763,-0.671753446566673,-0.474594415703315,0.774750481863906,-0.640310632996637,"Majority rule",963523,"Lassa fever"
-0.180326928158007,0.0253482508154129,-0.0445712449352958,-0.0428378029455516,-0.142440168879698,-0.118272042762666,-0.161852722782878,0.20170790823604,-0.274691203224392,-0.627065555755321,0.588487720285711,-0.652995535964497,"Majority rule",963523,"Lassa fever"
0.10411381448326,0.185780454290097,-0.157004851293699,0.176968161989467,-0.398658333363884,0.166681454994172,0.208789068196546,0.110481673320383,-0.196565054298745,-0.38303097404448,0.823526867796852,-0.569042661304889,"Majority rule",963523,"Lassa fever"
0.0522482222455886,0.00567611427875589,-0.0994349504625776,0.244662688256596,-0.539049472308045,0.167393229699011,-0.0439226586093948,0.140253420915117,-0.111167102067674,-1.51531006731915,0.684836445161581,-0.574696280267955,"Majority rule",963523,"Lassa fever"
0.0710261056991139,0.362734651964284,0.155350256297507,0.419080610078987,0.032864476383881,0.283499627866913,0.868026310655128,0.450217875500218,0.0848941137746954,-0.235157792140041,1.05070876325225,-0.711646715023283,"Majority rule",963523,"Lassa fever"
0.0149407113563028,-0.166560260407251,0.0468431932306092,0.105582822868267,-0.434788316227196,0.262431610863552,0.453426502597634,0.424101387824601,-0.020739419859189,-1.19728719119091,1.0166020395166,-0.578119202947558,"Majority rule",963523,"Lassa fever"
-0.342846978639845,-0.000253998930351929,0.0184225543682628,0.0731823222221827,-0.492732639956067,0.248960216840513,0.613086809933568,0.19833880675959,-0.16399560660957,-0.421571219710803,0.796712629754192,-0.531342723383591,"Majority rule",963523,"Lassa fever"
