"crop_cover:1","precip_change:1","tmean_change:1","urban_cover:1","health_travel_log:1","livestock_log:1","type","id","Disease"
-0.0774177411084727,-0.675255730876572,-0.97757460224119,0.476747709717578,-0.667063733921933,0.714150468587472,"Top-ranked",955470,"Japanese encephalitis"
-0.0679631262857398,-0.490791127255812,-0.752800349568591,0.686280476381831,-0.474917406001413,0.482872439044217,"Top-ranked",955470,"Japanese encephalitis"
0.0423049855011277,-0.414645888586439,-0.475226734613248,0.647806074039505,-0.466905087887527,0.636847811122111,"Top-ranked",955470,"Japanese encephalitis"
-0.145005341828182,-0.495209824350927,-0.489259868959468,0.529107783849962,-0.445756374947054,0.540118122637509,"Top-ranked",955470,"Japanese encephalitis"
0.0444527582642776,-0.568606917399263,-0.575358318568151,0.78408996478658,-0.171524295063589,0.694834377262412,"Top-ranked",955470,"Japanese encephalitis"
0.0904354879605488,-0.479572482105276,-0.75677913491515,0.693184026995861,-0.149030175244115,0.714360601084715,"Top-ranked",955470,"Japanese encephalitis"
-0.0769242944529274,-0.383530297102831,-0.491180253487369,0.683261820311661,-0.371303252840373,0.522681001619215,"Top-ranked",955470,"Japanese encephalitis"
-0.0709944421252328,-0.527317100611755,-0.295717023696491,0.597977317908562,-0.575231848909218,0.52258762163358,"Top-ranked",955470,"Japanese encephalitis"
0.234007388579396,-0.358902222486973,-0.606043002767686,0.76087110998343,-0.289041130573145,0.557855400897973,"Top-ranked",955470,"Japanese encephalitis"
-0.200631161670087,-0.475336896417946,-0.90011812927179,0.622343172132544,-0.509060000104359,0.518664925089221,"Top-ranked",955470,"Japanese encephalitis"
-0.262321689899724,-0.34065416865793,-0.443694309300089,0.609671255414309,-0.619574636593952,0.4387446058817,"Top-ranked",955470,"Japanese encephalitis"
0.0264467019856149,-0.669144472856638,-0.706177966984298,0.788794937009636,-0.159274189349588,0.464960668380717,"Top-ranked",955470,"Japanese encephalitis"
0.0670022477797108,-0.175912340170721,-0.670879590834587,0.802869051544209,-0.367478118997114,0.578100913976487,"Top-ranked",955470,"Japanese encephalitis"
-0.129580926020033,-0.437570780625936,-0.717505837592743,0.613384757714501,-0.436052538305412,0.530467450395074,"Top-ranked",955470,"Japanese encephalitis"
-0.127057885782015,-0.55336702498754,-0.699162703885984,0.651423233479823,-0.606820180010866,0.559871329843678,"Top-ranked",955470,"Japanese encephalitis"
-0.0347744207715528,-0.359052425685252,-0.663577402990833,0.592455612036747,-0.621074025048194,0.321902486949855,"Top-ranked",955470,"Japanese encephalitis"
0.0249011767426801,-0.529765712666412,-0.608069308146251,0.752485539843405,-0.278979952244043,0.360841690085853,"Top-ranked",955470,"Japanese encephalitis"
-0.0364032196481687,-0.375204441840324,-0.755770343308535,0.637462742705852,-0.572065497147096,0.581632102878944,"Top-ranked",955470,"Japanese encephalitis"
0.149169281313921,-0.446371075509161,-0.751957302632402,0.742616920788945,-0.332472139651679,0.63915036628805,"Top-ranked",955470,"Japanese encephalitis"
-0.0746890945617281,-0.499688362992701,-0.627863935207203,0.583442247408425,-0.418060072959255,0.553660042632817,"Top-ranked",955470,"Japanese encephalitis"
0.0847699990284343,-0.589718038515295,-0.855007702098708,0.564050797174727,-0.599805507028929,0.458810001394255,"Top-ranked",955470,"Japanese encephalitis"
-0.0278379969881414,-0.37222469957452,-0.754048579427079,0.778271811674755,-0.242027641641305,0.569428952578839,"Top-ranked",955470,"Japanese encephalitis"
-0.0940226995617179,-0.468276975857595,-0.761475108050368,0.56510342377485,-0.604888775536199,0.467969142859581,"Top-ranked",955470,"Japanese encephalitis"
-0.120382872540409,-0.532308980825477,-0.477616541477394,0.576109049717304,-0.526547106692744,0.600295729937833,"Top-ranked",955470,"Japanese encephalitis"
0.0452537178627456,-0.608552104751325,-0.52347722065759,0.599222230550535,-0.570356923848592,0.72762118444472,"Top-ranked",955470,"Japanese encephalitis"
0.170865859726571,-0.568902727201791,-0.762793733298657,0.739563872105484,-0.372530144573385,0.320109540696702,"Top-ranked",955470,"Japanese encephalitis"
0.0189636041081081,-0.379555482621632,-0.515837324241872,0.605479973739367,-0.631909222697478,0.568035914762189,"Top-ranked",955470,"Japanese encephalitis"
-0.0982855354512292,-0.476982106712121,-0.562324644983831,0.829861371715742,-0.526636072131167,0.355400105622441,"Top-ranked",955470,"Japanese encephalitis"
-0.0261384996907681,-0.433145726920233,-0.682031102356701,0.703532374155571,-0.283739411958461,0.354996946918981,"Top-ranked",955470,"Japanese encephalitis"
0.0858723866526739,-0.71332404308689,-0.808003530123312,0.662979850539471,-0.320344146146778,0.52309015470022,"Top-ranked",955470,"Japanese encephalitis"
-0.108579067334067,-0.299071142921891,-0.622535317137256,0.68772343362394,-0.628662848757009,0.471101671525884,"Top-ranked",955470,"Japanese encephalitis"
-0.0194723914440987,-0.417953500582835,-0.924492264375091,0.685343820348427,-0.315468651271535,0.551834253469768,"Top-ranked",955470,"Japanese encephalitis"
0.121489112914574,-0.411846489082752,-0.561368328486863,0.725461157729834,-0.309442007758132,0.98553593359184,"Top-ranked",955470,"Japanese encephalitis"
-0.0395915488441051,-0.426648265889968,-0.847170579413306,0.648725992717172,-0.348655491052814,0.436656829883336,"Top-ranked",955470,"Japanese encephalitis"
-0.0507826677390262,-0.456813552510436,-0.537714268635081,0.591202433486913,-0.543092959867985,0.402813211197217,"Top-ranked",955470,"Japanese encephalitis"
-0.0680215411329696,-0.507202576090721,-0.214683470183128,0.692158325690085,-0.405598471606389,0.374961631290905,"Top-ranked",955470,"Japanese encephalitis"
-0.0387619940523016,-0.331034713697453,-0.605919547023085,0.692726017283475,-0.425234530669838,0.494590142581472,"Top-ranked",955470,"Japanese encephalitis"
-0.0353673755268391,-0.408761359178288,-0.752419247511874,0.779516599578383,-0.325703415476628,0.394067190595347,"Top-ranked",955470,"Japanese encephalitis"
-0.0608004357452873,-0.758710522590571,-0.569998912620941,0.613024068767762,-0.458349785207755,0.393674952042297,"Top-ranked",955470,"Japanese encephalitis"
0.0454879316501712,-0.419346297840093,-0.561776280064377,0.677721590612165,-0.383502911498286,0.523224902539197,"Top-ranked",955470,"Japanese encephalitis"
0.0259754069324779,-0.46446562666304,-0.63230115267844,0.726280842399248,-0.121205147487445,0.665622036347529,"Top-ranked",955470,"Japanese encephalitis"
-0.0985329704735986,-0.489036196834651,-0.443435072543735,0.684570152912488,-0.507869063575918,0.336916623536606,"Top-ranked",955470,"Japanese encephalitis"
0.0511569180451408,-0.289975483519614,-0.407611984810688,0.562276727708974,-0.540150190694642,0.623339201894969,"Top-ranked",955470,"Japanese encephalitis"
0.0155926374296482,-0.608210177364175,-0.829743152180864,0.760394261017688,-0.326868944468381,0.463684141404292,"Top-ranked",955470,"Japanese encephalitis"
0.0403832418442962,-0.319733407900666,-0.744730852200817,0.68690048214965,-0.433368754367263,0.308941462250194,"Top-ranked",955470,"Japanese encephalitis"
0.0668076936103198,-0.652388730457673,-0.715656021230783,0.547866025513675,-0.49230432859336,0.513075674907211,"Top-ranked",955470,"Japanese encephalitis"
-0.443636720221905,-0.536000133229769,-0.730962749014348,0.661364375292691,-0.4489750990092,0.557216060906074,"Top-ranked",955470,"Japanese encephalitis"
-0.197396712146848,-0.403445087287852,-0.820286918062568,0.672358690853892,-0.355508189771937,0.594360073210957,"Top-ranked",955470,"Japanese encephalitis"
0.118474214933458,-0.281130004489623,-0.622177822426332,0.751173724191521,-0.279774903624712,0.22855248469793,"Top-ranked",955470,"Japanese encephalitis"
0.000442832845415081,-0.21561272196312,-0.353339911977098,0.678126852925479,-0.492671295569044,0.474284681845504,"Top-ranked",955470,"Japanese encephalitis"
0.124540683864041,-0.374665864154272,-0.669165224685239,0.803755922492951,-0.282027503492405,0.666173029549926,"Top-ranked",955470,"Japanese encephalitis"
