"crop_expansion:1","evi_dissimilarity:1","forest_cover:1","urban_cover:1","health_travel_log:1","livestock_log:1","type","id","Disease"
-0.422212488857328,0.168936929252962,0.339219689875491,-0.208721372227273,-2.59201046850142,-1.08464549617367,"Top-ranked",891788,"Middle East respiratory syndrome (MERS)"
-0.0616958394481581,-0.0803790944002559,0.390521196530035,-0.448227212816578,-2.6637055923161,-1.43428145260617,"Top-ranked",891788,"Middle East respiratory syndrome (MERS)"
-0.236664642291154,0.231125070584336,0.136408094915575,-0.243042384706606,-3.161303784111,-1.12189662326235,"Top-ranked",891788,"Middle East respiratory syndrome (MERS)"
-0.815835581709255,0.537336032931864,0.424951828433078,-0.214705910511969,-1.94347713648344,-0.566232532817085,"Top-ranked",891788,"Middle East respiratory syndrome (MERS)"
0.384657189562596,-0.0109990725204044,0.206555779604166,-0.0501831824461032,-1.75595991261533,-0.876571315800971,"Top-ranked",891788,"Middle East respiratory syndrome (MERS)"
-0.8922630135604,0.329954071397915,0.462519560439413,-0.374003437412159,-2.64840558101447,-0.968494776651235,"Top-ranked",891788,"Middle East respiratory syndrome (MERS)"
-0.1923145070565,0.0965830668793156,0.0581862531392316,-0.584857127015573,-3.25003113872414,-1.14414140593393,"Top-ranked",891788,"Middle East respiratory syndrome (MERS)"
-0.242051660028387,0.383240427411858,0.0450609832612983,0.0840158054235567,-1.52019154023127,-0.379174550301691,"Top-ranked",891788,"Middle East respiratory syndrome (MERS)"
-1.09683400623933,0.791874697506081,0.11857245289259,-0.120395896698699,-1.83320095335048,-0.41800835425606,"Top-ranked",891788,"Middle East respiratory syndrome (MERS)"
-0.606765831015792,-0.342373639268813,0.355172463447263,-0.375296121687057,-2.6945069115823,-0.237870055506354,"Top-ranked",891788,"Middle East respiratory syndrome (MERS)"
-0.706510167601953,0.578977277394608,0.0487749419211927,-0.0622115984464403,-1.93859159856579,-0.707642750775352,"Top-ranked",891788,"Middle East respiratory syndrome (MERS)"
-0.0265094114921381,0.203072061316063,0.0490994505197991,-0.312339722087057,-2.19104463688489,-0.661817958162061,"Top-ranked",891788,"Middle East respiratory syndrome (MERS)"
