"tmean_change:1","precip_change:1","forest_cover:1","crop_cover:1","crop_expansion:1","urban_cover:1","evi_dissimilarity:1","mining:1","biodiv_intact:1","protected_areas:1","livestock_log:1","forest_loss:1","type","id","Disease"
0.134328798456982,0.473980928707443,0.0134536987422833,0.321926258989467,-0.0256210200496772,0.371498142854242,0.077631741537669,-0.0364018859545462,-0.278208297933535,0.126731855973494,-0.400921926295702,-0.152323968368793,"Any",400156,"West Nile virus disease"
-0.0440815005829703,0.220455963489215,0.012636652426218,0.237786263347835,-0.028787813616954,0.432277054350708,0.0776269420818529,-0.0844836184553247,-0.415773212721127,0.132691394555622,-0.222427026083324,-0.0845906063805374,"Any",400156,"West Nile virus disease"
0.194770404773795,0.308401306078543,-0.0174742335852525,0.134791380684714,0.0496572754019435,0.386434292568223,0.166569640023798,-0.0735360172796953,-0.361434911932448,0.122837120179862,-0.370298693556058,-0.157228180363409,"Any",400156,"West Nile virus disease"
0.184023426893324,0.561913610989213,-0.128329863654531,0.202100911038734,0.0205317045134978,0.379447606676784,0.166405058774476,-0.0639555669245583,-0.154231114232721,0.111255458389037,-0.417126527123107,-0.0804708755135543,"Any",400156,"West Nile virus disease"
0.127126682134445,0.333862963821805,-0.06648119242283,0.307686677107105,-0.0104706655047221,0.401523763461995,0.0859624876120992,-0.0850780048698267,-0.17912601150689,0.0480282966529776,-0.375658835418078,0.0037072026626673,"Any",400156,"West Nile virus disease"
0.185089361440271,0.295101590835359,0.0401559988158228,0.265939578667689,0.0454654834725163,0.422528263261637,0.114424485289514,-0.0658509897255322,-0.228521984898193,0.0581884826697008,-0.386884188066192,-0.147967307538289,"Any",400156,"West Nile virus disease"
0.176845775995764,0.391918158129848,0.0495904684447953,0.431465156142597,-0.0566766034527159,0.418533321008711,0.114686781695913,-0.0328616059596674,-0.236522858084766,0.116706096230324,-0.403362383355033,-0.0942735015647351,"Any",400156,"West Nile virus disease"
0.0157668564725601,0.177237570907418,0.0810650162731265,0.36836959738782,0.0226497470262012,0.492191018152215,0.0498031563912763,-0.0822496159922452,-0.205836270044237,0.141009510660228,-0.335902278848364,-0.147961479753361,"Any",400156,"West Nile virus disease"
-0.0134960002846467,0.287137141768779,-0.138781543084701,0.327211904915127,0.0543920909596178,0.432170855873693,0.117908599956773,-0.0286675470654815,-0.205741996911874,0.0765071368377422,-0.480306935746484,-0.0852408912416546,"Any",400156,"West Nile virus disease"
0.117928582157397,0.266198283044813,-0.028356958204785,0.342375939140355,0.00638789998610538,0.487481506498091,0.0927789911717459,-0.0576216955725037,-0.171092125133391,0.103413399958486,-0.322778743566905,-0.0862970746635324,"Any",400156,"West Nile virus disease"
