"model","waic","dic","Disease"
"Baseline",461.492485604273,463.671081070117,"Plague"
"Majority rule",458.302792087525,459.413588228965,"Plague"
"Top-ranked",455.144877153809,456.270677660627,"Plague"
"Any",460.2128929862,460.984081610944,"Plague"
"Consensus",459.972738107099,462.121851039281,"Plague"
