"biodiv_intact:1","crop_cover:1","crop_expansion:1","evi_dissimilarity:1","forest_cover:1","forest_loss:1","hunting:1","precip_change:1","protected_areas:1","social_vulnerability:1","tmean_change:1","urban_cover:1","health_travel_log:1","livestock_log:1","type","id","Disease"
-0.506562342995032,-0.0679264254993406,0.213390855094575,0.969735152421112,1.63349869569794,-0.0557952975588794,0.215804560009537,-0.0856051598599914,-0.134471753295661,0.0134774838590099,-0.5542712015066,0.267815753887947,-1.09199944925032,-0.462902110520958,"Any",114653,"Mayaro virus disease"
-0.505508001680667,0.0857301613335267,-0.148622635734401,0.821275356634651,1.06560936333546,0.455420170674999,0.125933074852335,0.275539088171782,-0.204678577176487,-0.467349522951823,-0.0147416566161009,0.349090539871095,-0.496378864386952,-0.233084818820218,"Any",114653,"Mayaro virus disease"
-0.276176360822435,0.0515700693704732,-0.133844634287033,0.818712380454471,0.640839103272887,0.0606092639304437,0.515890238387785,-0.234133003835037,-0.0630727142671233,-0.33665602038842,-0.621256624490393,0.218520116142767,-1.18213019901618,-0.598720745125391,"Any",114653,"Mayaro virus disease"
-0.199998722618655,0.2421539747249,0.0243214405277631,0.809088939088484,0.745968393739132,0.275021332298261,0.310255718122777,-0.352025283641763,-0.076110999273479,-0.727345395842065,-0.183222624981842,-0.0793121194950083,-0.975392537561985,-0.499578496914083,"Any",114653,"Mayaro virus disease"
-0.104860660010265,0.575509799998265,-0.125060922051103,0.626535273077308,0.940572342095682,0.0927890332946526,0.390504867057152,0.0870853129814936,-0.315967897436404,-0.0285655488844407,-0.0671814672733925,0.538263477603518,-0.858182803235852,-0.621204320640657,"Any",114653,"Mayaro virus disease"
-0.205515994561696,0.0837833102044895,-0.14303956194259,0.914690485139917,0.779973879345511,0.484294800809544,0.616664442735584,-0.179350112772094,-0.151049936669854,-0.0608555801451148,-0.398404647591853,0.480762999899654,-0.938997582819761,-0.0628600382274154,"Any",114653,"Mayaro virus disease"
-0.161533433141102,-0.201331507493753,-0.0554972848246449,0.630454995932099,0.647973254924689,0.193405870353091,0.203524191446072,-0.187799728175485,-0.257698821357432,-0.375254747045917,-0.0236662166388744,0.21691382687867,-0.613804511086313,-0.429890264009618,"Any",114653,"Mayaro virus disease"
-0.0929120463713712,0.0494334596687582,0.143842342205378,0.82926287576887,0.673359480791406,0.145593237845663,0.0487320678682246,-0.0845485948951632,-0.399557551097976,0.0170091272393227,-0.510377772162516,0.540410897825007,-0.321605882620579,-0.279768505801437,"Any",114653,"Mayaro virus disease"
0.0637770164722095,-0.262159629669291,-0.00334702047495385,0.661057755523284,0.412865471476293,-0.0432932377950094,0.115892629507832,-0.659387731814344,-0.380857625862713,-0.0327487065100791,-0.594459424791184,0.159768086339613,-0.506198441508069,-0.290552950476157,"Any",114653,"Mayaro virus disease"
-0.0295798520715633,0.283854712683785,-0.12398620887362,0.812327723642717,0.637571858312787,0.357532769535406,0.837475632485115,-0.0636841990825838,-0.206412008373167,-0.352465385112243,-0.304920228432677,0.229559147261352,-0.955179206036095,-0.487537973951643,"Any",114653,"Mayaro virus disease"
