"tmean_change:1","precip_change:1","forest_cover:1","forest_loss:1","crop_cover:1","crop_expansion:1","urban_cover:1","urban_expansion:1","evi_dissimilarity:1","mining:1","biodiv_intact:1","protected_areas:1","livestock_log:1","type","id","Disease"
-0.179851915816497,0.0292029906474255,0.65844548021776,-0.124032637956198,0.376620768457498,0.0573479234690804,0.346401740527897,-0.111518547547298,0.113391297801691,-0.0452540673302501,-0.145543216981624,0.153555598189402,-0.421885492787386,"Any",888930,"Lyme disease"
-0.20578607196231,0.0941421862082142,0.728006836775688,-0.155525220853427,0.421356034578217,0.101344659480605,0.418885468739795,-0.169227787260123,0.0464452654501574,-0.0428771691910751,-0.137783429339126,0.107983898495902,-0.470358161810334,"Any",888930,"Lyme disease"
-0.103025472023163,0.0757232272149495,0.489475194316457,-0.0585003173598156,0.402943593888277,0.0485821720731855,0.374580179922976,-0.202305886486722,0.130671100738704,-0.042216153449666,-0.0624886888258382,0.132727084680804,-0.50659134171448,"Any",888930,"Lyme disease"
-0.297119497717505,-0.0499083100941585,0.482339929320044,-0.0778931820759448,0.263487239739452,0.0813342503839622,0.276136681701482,-0.131002929375051,0.024246437588103,-0.0374514967792119,-0.105569785984013,0.120486724352515,-0.492074851173161,"Any",888930,"Lyme disease"
-0.192758327882512,0.0687748955397317,0.567901303745924,-0.117003097113843,0.332366719276761,0.0546764571320536,0.337362853544081,-0.137214357806187,0.0807579100588755,-0.0366879043415636,-0.0777652198998902,0.0884619069801501,-0.463516098384313,"Any",888930,"Lyme disease"
-0.177898946676176,0.0133280600123976,0.430368973091913,-0.0747877834408252,0.191337262308249,0.0904716549153996,0.274961957991124,-0.133154729636428,0.0617899251141057,-0.0398745316236675,-0.0848074467863427,0.154444043522723,-0.403789494023824,"Any",888930,"Lyme disease"
-0.0954134810759622,-0.0855884072603943,0.618994201740304,-0.142204378945877,0.325346252142172,0.0858766430852756,0.303475399782437,-0.132085894695831,0.118947942140367,-0.0280255396761163,-0.168134648891521,0.134607816445121,-0.413587210737448,"Any",888930,"Lyme disease"
-0.200147839783929,0.07743266493153,0.622812930585347,-0.13932424080785,0.247698987174952,0.0597581311254088,0.321793976794775,-0.149795443284386,0.0914362553717553,-0.0233807719812277,-0.246094275247594,0.119146547506277,-0.382143557923128,"Any",888930,"Lyme disease"
-0.137566493590066,-0.0140186471229169,0.658355829668971,-0.132971266978743,0.395737389121983,0.10664313889797,0.362721810274893,-0.104067305941135,0.0770484970017971,-0.0301552592292336,-0.0872804758878477,0.112822383347731,-0.393208543829173,"Any",888930,"Lyme disease"
-0.0910765988632919,0.161826925728963,0.550719669159108,-0.110327784803826,0.290743957525985,0.103838072923469,0.274261011805381,-0.0998613031759277,0.114373785166165,-0.0214498925684342,-0.203270985617291,0.132424510197243,-0.467898776198128,"Any",888930,"Lyme disease"
-0.212329951038614,0.136410427615743,0.528554173175465,-0.111209488489702,0.270833277306287,0.0195938664353873,0.250876752829926,-0.106361209624633,0.111572817874512,-0.0213606856845887,-0.20938340378859,0.119751394879749,-0.412405714670729,"Any",888930,"Lyme disease"
-0.223716312612523,0.15305609066523,0.618961064235438,-0.118503643300474,0.298279568785173,0.0717158749434086,0.371617317939919,-0.121473570044028,0.0305642151308518,-0.0273796733793033,-0.160385757519857,0.133405637083649,-0.37145325929935,"Any",888930,"Lyme disease"
-0.150026226927715,0.0234708853779789,0.460109871251357,-0.112979032623075,0.244667572309533,-0.00839623544000902,0.272563932386155,-0.0982430157424765,0.065486969803329,-0.02242676925626,-0.164668973175864,0.13710925642139,-0.442173652811447,"Any",888930,"Lyme disease"
-0.127916515404179,0.0577191928163215,0.450852257819281,0.0363550227230867,0.297803863100894,0.11420609220206,0.33294226648231,-0.119172531371251,0.113820123799624,-0.0130425018515441,-0.112909495430582,0.106935861330426,-0.424849012971283,"Any",888930,"Lyme disease"
-0.129868126934949,-0.0216411889658889,0.578750439162415,-0.0625154759814473,0.277419026149951,0.112385416449684,0.376715760268968,-0.1242340824416,0.0407493107120236,-0.024575770608168,-0.207482032417201,0.116256865335807,-0.435114148461411,"Any",888930,"Lyme disease"
-0.0966799332904968,0.0229594044633388,0.512274918157582,-0.121684548949434,0.228656630188924,0.0770874123422814,0.287804219439077,-0.164216636549874,0.08457697896801,-0.036868761947156,-0.145495228370583,0.118165266925945,-0.399254982658837,"Any",888930,"Lyme disease"
-0.286450107783222,-0.0610130362218426,0.535971226085698,-0.0540580327105671,0.391082142260836,0.0825066428923635,0.354523295928081,-0.155872003785181,0.0991144501911707,-0.0380632797658027,-0.130227906973527,0.10232361841299,-0.49850710704758,"Any",888930,"Lyme disease"
-0.170751408030043,0.0874506679203405,0.518264541710351,-0.11425687266766,0.201496477472338,0.021747210796386,0.254128315310777,-0.0955521286479946,0.132645433282882,-0.0292506473501377,-0.255448001011786,0.110966096949959,-0.433590233268911,"Any",888930,"Lyme disease"
-0.391202263909548,-0.00829750613487472,0.538325447684375,-0.067471865815525,0.317215644757686,0.116978657508853,0.375177130339137,-0.164007624895844,0.0613357188217964,-0.00714626294321617,-0.097940871457087,0.162560364699929,-0.48193980626369,"Any",888930,"Lyme disease"
-0.0399365569723643,0.0598151408193205,0.605520223582836,-0.120063041636463,0.482241572416059,0.0855284033142529,0.358167241743638,-0.159491523109047,0.125831890061657,-0.0334192777036127,-0.035977265918502,0.13471193791048,-0.443011712618323,"Any",888930,"Lyme disease"
-0.0878492949787552,0.0140813558097362,0.505853386557125,-0.0350009116151085,0.323151914743981,0.123772516703729,0.380884989935374,-0.166579705351599,0.0761905665533575,-0.052614605642547,-0.119833373278788,0.14217406738447,-0.457747761187101,"Any",888930,"Lyme disease"
-0.348785983891873,0.0542553849928842,0.45705509670915,-0.133666747880784,0.201562530184183,0.0340259595402527,0.287197561815102,-0.146511442440768,0.0902157933103408,0.0270125305837561,-0.17299179033608,0.113502119843142,-0.394634695698122,"Any",888930,"Lyme disease"
-0.114878186265974,0.0873880955242703,0.507735511472443,-0.119140734522337,0.355109090372631,0.120155280030232,0.297110452495314,-0.146916228282775,0.0747812572515827,-0.0117308752237593,-0.147273068716032,0.120970310252113,-0.523155735174825,"Any",888930,"Lyme disease"
-0.0805424239407433,0.0560065540088063,0.632596735118739,-0.148751573339694,0.342285962046451,0.0889627870365347,0.299401289102974,-0.0800171366505189,0.0434297879320987,-6.39545412163336e-05,-0.11473792224179,0.109982292262734,-0.505990253449619,"Any",888930,"Lyme disease"
-0.174381133900338,-0.0306634082672768,0.524568942582324,-0.0755767899655816,0.219210609714032,0.113133119662844,0.279628435332936,-0.120786033330026,0.127359685076557,-0.0517028723418934,-0.177339421433911,0.11197369216449,-0.449791358065913,"Any",888930,"Lyme disease"
-0.171340080872038,0.108539027620645,0.599559177249336,-0.110698195616081,0.407860802233632,0.0995480274912169,0.434804792457176,-0.191642132513648,0.0813082862293889,-0.0261653751807999,-0.0819880261836217,0.186155640628501,-0.444243206927389,"Any",888930,"Lyme disease"
-0.273684985683816,0.0791796419175381,0.518749447147652,-0.0978663871046458,0.298647441259272,0.0998158659188917,0.308171734445848,-0.171163220145684,0.0911016863241858,-0.0237267458191108,-0.118734822676281,0.117233695513798,-0.476406329779818,"Any",888930,"Lyme disease"
-0.133044684428416,0.122689239875371,0.715885293781334,-0.162969614114034,0.441486098413375,0.102805311304524,0.372943354465118,-0.142792034815354,0.0776351216519262,-0.0595051822514135,-0.144852426327837,0.126371293101288,-0.47930928845305,"Any",888930,"Lyme disease"
-0.216110429605852,0.0117045436188206,0.509734215938256,-0.0715037173655425,0.364004881875115,0.121996421241155,0.291346686777618,-0.099146044629442,0.0706040038798698,-0.0354701666993239,-0.120941306944692,0.139752596291529,-0.396526746724836,"Any",888930,"Lyme disease"
-0.125578815299701,0.0502715844851463,0.550476657641123,-0.0742112503112583,0.219583446491584,0.114901820253503,0.260914749970125,-0.114469219736615,0.0884414851351506,-0.0282858725784419,-0.171607383041085,0.128908308928263,-0.457244550899379,"Any",888930,"Lyme disease"
