"biodiv_intact:1","crop_cover:1","crop_expansion:1","evi_dissimilarity:1","forest_cover:1","forest_loss:1","precip_change:1","protected_areas:1","social_vulnerability:1","tmean_change:1","urban_cover:1","health_travel_log:1","livestock_log:1","type","id","Disease"
-0.185984651907548,0.143958445586213,0.0617224579481825,0.684841498838574,-1.20418433538968,0.362274727825361,-0.784331646548326,0.261191897325891,-0.761870675732434,0.422280318542291,0.669409037288874,0.850471249891323,0.467152832885816,"Any",594183,"Rift Valley Fever"
-0.0556153272443974,0.225917797491397,-0.0430579038546658,0.900080412113277,-0.850490237189346,-0.00807693263232093,-0.709092483455129,0.225942376138111,-0.509761683408659,-0.0946891646159372,0.686361631030595,0.575676358930312,0.360713173516951,"Any",594183,"Rift Valley Fever"
-0.188098466656033,-0.114041066576824,0.250845130514481,1.11020785743946,-0.0894012191024691,-0.427059400969842,-0.0896942778712061,0.336640462913385,-0.410193639930723,1.1392455099803,0.615692863494038,0.440707021441934,0.997906772586158,"Any",594183,"Rift Valley Fever"
-0.103945287703317,0.217750072426423,-0.216945927754196,0.426158110006471,-0.558286950648795,0.0128632202832059,-0.532354949524168,0.324891209068438,-0.103906205008135,0.746593287427693,0.594790696249065,0.0276741889617733,0.704892125222869,"Any",594183,"Rift Valley Fever"
-0.0215255974692875,-0.179813600550645,0.0105003563056821,0.491052490819803,-0.763366641136992,0.208155318088013,-0.581826987066771,-0.0608623205679865,-0.350976646769467,0.26502703404108,0.557087787899033,0.213948430861825,0.375248421098937,"Any",594183,"Rift Valley Fever"
-0.294732601441108,-0.0399074216894674,-0.0330530702297847,0.62486960352307,-0.333957725773844,-0.0196620424159681,-0.743533445357208,-0.00955692577882705,-0.617553983769416,1.0140574345051,0.691327353734517,0.621411370471757,0.373552777317866,"Any",594183,"Rift Valley Fever"
-0.209037738852722,0.0933568991297836,0.15350548920952,0.277682684155572,-0.134031753723459,-0.0244118939613437,-0.580496670650293,0.154154763668314,-0.230766211023944,0.81630558946061,0.699622320953347,0.381622869135536,0.752229057001233,"Any",594183,"Rift Valley Fever"
-0.132896649174026,-0.171307600061024,-0.301130252825851,0.571758797288314,-0.844635494234143,0.111868261231091,-0.916974373259381,0.295243770873876,-0.339266372878849,0.273736881797715,0.427098733146162,0.0667509709364151,0.427280982507372,"Any",594183,"Rift Valley Fever"
-0.0586845994256118,-0.48141976983573,0.117529730070362,0.70142364211436,-0.783634072724086,-0.165036103825897,-0.357533738872534,0.268914030885584,-0.630470150535087,0.318774253617008,0.429922781600595,0.187814075364293,0.33889767382497,"Any",594183,"Rift Valley Fever"
-0.215369038023347,0.0304674837467646,-0.0120839128823013,0.733553492368036,-0.705270321045057,0.224498489275345,-0.477748208528591,0.200388250310958,-0.408644569030954,0.0407314735557002,0.533015004230691,0.0754743024839106,0.226018963613804,"Any",594183,"Rift Valley Fever"
