"record_id","Longitude","Latitude","ADMcode","tmean_change","precip_change","biodiv_intact","crop_cover","urban_cover","evi_dissimilarity","health_travel"
"bg_1",-96.8516417897346,47.4938756866698,"bg_1",1.32424330711365,11.2478151321411,0.645169198513031,0.877817710810187,0.00665363063303572,4.69089651107788,18.6401290893555
"bg_2",-87.4779936007431,34.9753336056971,"bg_2",0.254106432199478,115.310188293457,0.814326584339142,0.184125693646631,0.0313248447506843,2.9366409778595,13.348822593689
"bg_3",-87.8303163533884,38.3156853691629,"bg_3",0.382390916347504,162.198059082031,0.687465965747833,0.662860410004781,0.022974273337131,3.79333019256592,17.0302333831787
"bg_4",-106.089574710032,41.5291607014377,"bg_4",0.833594799041748,-20.4479598999023,0.707302272319794,0.0302409370379279,0.0019818247041377,2.42888736724854,41.9178314208984
"bg_5",-121.408043175196,47.3364123174601,"bg_5",1.19945812225342,-157.07014465332,0.820041060447693,0.000100692065671602,0.00264065165240516,4.24209642410278,30.4493045806885
"bg_6",-112.336699236839,42.0966596020263,"bg_6",1.03217053413391,-44.0956878662109,0.690541923046112,0.103144893755313,0.00385049851697675,3.69853901863098,26.1964054107666
"bg_7",-114.221369275296,44.2315081971512,"bg_7",1.02966928482056,-9.58944892883301,0.839504182338715,0.00258523126964097,0.000601559668341564,2.30131602287292,135.419067382812
"bg_8",-102.127622541434,47.085641483389,"bg_8",1.26101577281952,45.8330917358398,0.533693730831146,0.250995022537759,0.00247673328197979,3.33810973167419,44.1963882446289
"bg_9",-74.9593374441821,39.9198386047809,"bg_9",0.594134747982025,78.8034057617188,0.793830335140228,0.0584369834409141,0.421076834093285,4.58298635482788,3.37086987495422
"bg_10",-113.904446752786,32.9904182630768,"bg_10",0.677482187747955,33.7406158447266,0.733605861663818,0.0183976089249893,0.000244177129833881,1.04300832748413,86.2176208496094
"bg_11",-79.0665534964098,42.0105870903975,"bg_11",0.561467468738556,49.7592430114746,0.880065619945526,0.0826838622301396,0.0222510122349002,3.01813817024231,12.7952861785889
"bg_12",-88.4409887279068,41.8549828138922,"bg_12",0.605686485767365,116.388633728027,0.758321762084961,0.5086912010743,0.190662064020119,4.43014764785767,6.95592546463013
"bg_13",-106.132343985512,35.9605277541509,"bg_13",0.886322021484375,-17.4377307891846,0.784587621688843,0.00862494957180791,0.0253697882135751,1.60958695411682,17.577672958374
"bg_14",-119.577701967844,37.9693851189843,"bg_14",0.805576980113983,-56.5813865661621,0.830891847610474,3.76459074194514e-05,0.000402458526849568,3.59480333328247,55.3748207092285
"bg_15",-91.2675857881391,40.6198608089801,"bg_15",0.745177984237671,98.955451965332,0.712439060211182,0.494602951429254,0.0268510059631704,3.71229195594788,11.2609119415283
"bg_16",-68.6207456223106,44.301278721628,"bg_16",0.480096906423569,11.591251373291,0.964780688285828,0.00477320877868083,0.00586445075139843,3.66865873336792,10.9950246810913
"bg_17",-99.8330944407913,30.7049852202646,"bg_17",0.20659776031971,75.9996795654297,0.515446364879608,0.0080197227719544,0.00314948532129217,1.41465651988983,29.6219673156738
"bg_18",-117.381595146954,41.0530280657371,"bg_18",1.14803516864777,-38.1742630004883,0.771382629871368,0.0252967685287172,0.00191046300794952,2.04868292808533,47.6076622009277
"bg_19",-69.6134744081074,45.3260154065901,"bg_19",0.495819538831711,35.5014610290527,0.847679018974304,0.0119655984218471,0.000826056746703903,3.86327219009399,25.6760520935059
"bg_20",-97.8244595437094,39.9649873538188,"bg_20",1.00917911529541,-17.0700855255127,0.607410311698914,0.707266406476942,0.00849715293449973,4.46962690353394,13.4591655731201
"bg_21",-91.0381477758193,29.6547501460643,"bg_21",0.297470092773438,214.575256347656,0.734700739383698,0.0658358968917574,0.0262690869526752,3.02271342277527,78.1670989990234
"bg_22",-112.023654681286,34.2570979999714,"bg_22",0.991352319717407,34.9690551757812,0.77583646774292,0.000587202299514304,0.00498421565224926,1.59625053405762,40.3363456726074
"bg_23",-109.42187009712,35.28937681084,"bg_23",0.949473738670349,-11.1686716079712,0.723114848136902,0.000895692166957433,0.00381822575982724,0.639272391796112,43.7766799926758
"bg_24",-77.838480933138,42.0952227306085,"bg_24",0.59509551525116,23.8089504241943,0.86700040102005,0.112205406420946,0.011290044323739,3.04685378074646,17.711296081543
"bg_25",-122.435484100719,43.8622677260875,"bg_25",0.922688245773315,-253.561981201172,0.80402398109436,0.000114399670309955,0.00246285250671223,3.62123489379883,32.9551620483398
"bg_26",-120.55631485705,46.5650013749509,"bg_26",1.721764087677,-72.970329284668,0.782839179039001,0.13356998742478,0.0625521251430425,4.90094757080078,14.2625007629395
"bg_27",-100.967898928839,40.8715747012026,"bg_27",1.14416968822479,15.611590385437,0.539226830005646,0.247377856971248,0.00244657408765764,4.98135042190552,27.1878719329834
"bg_28",-108.676853455044,39.7698910269319,"bg_28",1.20930564403534,-22.8748054504395,0.815033376216888,0.000979351004535411,0.000453139676585504,2.54000520706177,45.7414093017578
"bg_29",-110.496496790505,34.137477303606,"bg_29",0.943802773952484,5.04803657531738,0.851597011089325,0.000364045228956325,0.000204548944291362,1.05977487564087,57.9885711669922
"bg_30",-70.0646793648864,45.0047758525279,"bg_30",0.574960649013519,24.228048324585,0.868203282356262,0.0169567844811393,0.00301533783344643,3.27605295181274,39.7838363647461
"bg_31",-121.145872145797,39.1348841145667,"bg_31",0.975010514259338,-102.804130554199,0.873483836650848,0.0308715329716101,0.0397985937095963,2.87539529800415,9.74913692474365
"bg_32",-97.5541068374884,26.4714203123252,"bg_32",0.247099846601486,162.581314086914,0.562749922275543,0.476256699054623,0.0088231008578865,2.75791096687317,39.9379119873047
"bg_33",-90.4691809585634,42.0706190731982,"bg_33",0.713426113128662,79.2905349731445,0.70713222026825,0.561579541885011,0.0190882397453799,3.52612495422363,14.7099304199219
"bg_34",-110.062802681888,38.6895699037961,"bg_34",1.44652271270752,-12.0940771102905,0.754119098186493,0.00303124318600624,0.00016106557693728,0.586788773536682,37.8475952148438
"bg_35",-101.507219321369,41.9471220104385,"bg_35",1.28133511543274,10.7334995269775,0.514604926109314,0.0679333542422638,0.00110453556566029,3.00214529037476,38.5959854125977
"bg_36",-100.965709161329,46.2762254485081,"bg_36",1.34278213977814,14.847692489624,0.528172016143799,0.133642601401955,0.000909970120466041,2.48119592666626,42.7988433837891
"bg_37",-109.399774114219,44.0851076359535,"bg_37",0.808945119380951,1.96211373806,0.881492555141449,0.00294620631355017,0.00020878305320962,2.91252827644348,207.233367919922
"bg_38",-80.974760114988,35.956098240697,"bg_38",0.552120447158813,84.9994430541992,0.880007266998291,0.156030872855621,0.0450657500995209,2.76270771026611,10.9172239303589
"bg_39",-105.810534951525,43.7859807506761,"bg_39",1.06963264942169,47.918212890625,0.521813631057739,0.0116010051971778,0.000625840537559757,1.13058936595917,74.0674438476562
"bg_40",-77.4688028169499,38.8793367509181,"bg_40",0.558284938335419,107.676963806152,0.849018514156342,0.062774954598406,0.266749957887126,3.87768626213074,3.74517869949341
"bg_41",-95.4633873624805,43.0329541410461,"bg_41",1.09325706958771,100.360702514648,0.655769467353821,0.857808748228688,0.0144611100541012,3.51839542388916,10.7031049728394
"bg_42",-81.616338585852,38.5304840937922,"bg_42",0.449710071086884,82.7582015991211,0.926327407360077,0.0145624732464613,0.0507322859085445,2.60188150405884,13.9761896133423
"bg_43",-112.96375616806,48.3439498341212,"bg_43",1.21576774120331,-31.6293563842773,0.682551383972168,0.0167118116854472,0.00201568745938366,3.12212824821472,33.988842010498
"bg_44",-112.581966732362,40.9740558294163,"bg_44",1.02609467506409,-18.410514831543,0.741328120231628,0.000779325449496573,0.000491478285477485,1.96680307388306,84.2112808227539
"bg_45",-87.1347778985536,40.2850854315499,"bg_45",0.618372023105621,51.1156616210938,0.727505803108215,0.693452245192887,0.0281301817194646,3.2661280632019,13.4524688720703
"bg_46",-94.2647878324159,32.4632360176782,"bg_46",0.391681790351868,195.853744506836,0.872774660587311,0.0145992984315645,0.0210252408451368,2.97011947631836,15.3434085845947
"bg_47",-90.4314645901449,44.5655831845216,"bg_47",0.940556526184082,13.7878246307373,0.796757757663727,0.246067229076801,0.0212676229628177,3.19347238540649,18.5496292114258
"bg_48",-120.121569663258,47.7793718098781,"bg_48",1.88584661483765,-97.7821502685547,0.745858013629913,0.110217596619324,0.00955008831929944,3.577481508255,20.2730655670166
"bg_49",-88.5227104859647,33.0755835125442,"bg_49",0.106406845152378,203.174255371094,0.741393089294434,0.15621326787901,0.00717378411334366,3.30884718894958,20.266637802124
"bg_50",-104.114179591227,33.8313140106635,"bg_50",0.585864067077637,31.541389465332,0.553929686546326,0.0144301473921232,0.00118099040493189,0.822103261947632,59.6332893371582
"bg_51",-102.01350733814,34.6226874248213,"bg_51",0.530276715755463,65.9088134765625,0.540755808353424,0.422580656278605,0.00583247586552901,3.55841875076294,22.1683692932129
"bg_52",-101.513162420592,48.2570717621698,"bg_52",1.35035526752472,23.5833740234375,0.622680187225342,0.632149331642467,0.0259869473195354,3.61140394210815,23.2492618560791
"bg_53",-97.0461095796553,46.8276548158457,"bg_53",1.30467557907104,46.2779312133789,0.660689413547516,0.77250646189355,0.0661862026934757,4.77227210998535,18.0747528076172
"bg_54",-98.6616127091459,48.4290164390586,"bg_54",1.17635297775269,30.7746849060059,0.614247024059296,0.800996405952395,0.00258861238563602,4.63191175460815,25.2630138397217
"bg_55",-80.013995600822,40.3993514311436,"bg_55",0.541472434997559,80.8563995361328,0.866401433944702,0.039933682477781,0.305943536483276,4.65273952484131,3.12904524803162
"bg_56",-81.3392292744395,35.9139332802386,"bg_56",0.566645622253418,82.3825988769531,0.921031892299652,0.0606088301513401,0.0744263878547859,2.94702100753784,10.5825290679932
"bg_57",-77.9291119181817,42.0868865092871,"bg_57",0.593177855014801,25.0010032653809,0.874803304672241,0.0953037232709872,0.012181291001682,3.08408093452454,16.8829288482666
"bg_58",-116.316735704877,44.9636870300068,"bg_58",1.03577291965485,-135.309722900391,0.854614317417145,0.0123761772305593,0.00478095325605383,3.11264753341675,24.4630756378174
"bg_59",-96.8663835398345,29.5888037763285,"bg_59",0.342086046934128,164.143692016602,0.663689613342285,0.137826597710791,0.0142174963980582,2.22475361824036,14.6423835754395
