"record_id","Longitude","Latitude","ADMcode","tmean_change","precip_change","biodiv_intact","crop_cover","urban_cover","evi_dissimilarity","health_travel"
"bg_1",-93.816315969058,39.3328359317907,"bg_1",0.577730894088745,104.031768798828,0.667131125926971,0.516085288078429,0.0125543452827959,3.50625586509705,17.7105693817139
"bg_2",-93.3376362035665,32.9420871444086,"bg_2",0.34748187661171,229.762985229492,0.849090874195099,0.0119779636215223,0.00965179037306761,2.74980688095093,19.2299900054932
"bg_3",-96.3639927354768,32.8631683439031,"bg_3",0.384846925735474,111.966468811035,0.756075263023376,0.0702642675548344,0.116766059952718,3.6852765083313,6.67019557952881
"bg_4",-85.8127371372012,30.7588304680831,"bg_4",0.32312336564064,165.247680664062,0.888704061508179,0.0581163121236648,0.0106988797638117,2.63533043861389,14.166600227356
"bg_5",-75.6685618833501,35.9074744269129,"bg_5",0.361132234334946,87.2675018310547,0.878532767295837,0.0125932468263783,0.0583307639082728,3.03159952163696,27.8132247924805
"bg_6",-80.8241488102169,36.3651762295981,"bg_6",0.511079609394073,93.8485946655273,0.883977770805359,0.138798017536815,0.0316224258323191,2.42078447341919,11.9928874969482
"bg_7",-85.4197369031143,41.2382404808223,"bg_7",0.538435697555542,29.2127265930176,0.775464594364166,0.516488365650754,0.051851720516072,3.82794284820557,10.7172975540161
"bg_8",-94.81386334933,30.1594512051508,"bg_8",0.255985170602798,315.755676269531,0.81552666425705,0.076551888026573,0.0158970229784585,2.76190328598022,19.9995059967041
"bg_9",-98.5555419341496,36.1558093969859,"bg_9",0.61521315574646,25.1634311676025,0.569834768772125,0.282778657641896,0.00591798118700301,3.54834985733032,17.9669361114502
"bg_10",-122.172975034622,47.7936259839671,"bg_10",0.942299664020538,-156.609497070312,0.889998376369476,0.0346573006602947,0.349324373915437,4.89908313751221,4.03380393981934
"bg_11",-111.353497179484,39.2397929777639,"bg_11",1.08562242984772,-51.4443778991699,0.80999344587326,0.00908245707032694,0.00311973068119114,3.29706382751465,35.203685760498
"bg_12",-86.2265832837994,34.3310365780618,"bg_12",0.243257611989975,138.495071411133,0.866626918315887,0.170051492143265,0.0443596692906218,3.10431241989136,11.8889150619507
"bg_13",-92.3087056170273,35.5077885643611,"bg_13",0.354484766721725,185.878143310547,0.835995852947235,0.0311814507510301,0.012095689816889,2.99692606925964,15.0075407028198
"bg_14",-78.5328646690447,35.7364569834399,"bg_14",0.59340763092041,68.2404251098633,0.853889226913452,0.0763782865922769,0.199650392696682,4.25837802886963,4.60707998275757
"bg_15",-83.0189387782506,36.891264455941,"bg_15",0.458224475383759,72.8988494873047,0.906574130058289,0.0224016358786886,0.0160337183223232,2.55469512939453,12.7150506973267
"bg_16",-82.041606559023,26.914118949008,"bg_16",0.601706147193909,53.5372543334961,0.785114169120789,0.019125185073358,0.144591699417744,2.55468916893005,14.0918111801147
"bg_17",-112.191657051026,32.0497547417756,"bg_17",0.680164396762848,4.65104484558105,0.59537798166275,0.00255363172006661,0.000603777101796508,1.42109942436218,47.3795928955078
"bg_18",-93.3129441160525,34.3683699660345,"bg_18",0.33738774061203,191.516784667969,0.857411205768585,0.024835415482099,0.0207561735128408,2.50358152389526,24.5302810668945
"bg_19",-86.4863166799404,36.9817899348638,"bg_19",0.407487511634827,98.1620407104492,0.783010959625244,0.264674586278936,0.0489946330999807,3.11266350746155,12.4941816329956
"bg_20",-85.0093743956377,44.3676381006959,"bg_20",0.757253110408783,26.6118316650391,0.820476412773132,0.0957917442434696,0.010945139247035,4.20867156982422,16.1071681976318
"bg_21",-121.55763625122,36.9029891573248,"bg_21",0.304808616638184,56.2915992736816,0.817475259304047,0.219211020456293,0.0852432456736521,3.70819115638733,8.52211570739746
"bg_22",-95.5543433634947,36.4380434781252,"bg_22",0.428539663553238,98.9076385498047,0.731727421283722,0.128206648126462,0.0248272381594092,3.25149321556091,14.7908306121826
"bg_23",-86.8470571061431,33.2387613196342,"bg_23",0.173619449138641,165.096664428711,0.897290527820587,0.024701659634083,0.10406371342886,3.64060807228088,9.31741237640381
