"City","2013"
"ADANA",2
"ADIYAMAN",1
"AFYONKARAHİSAR",3
"AĞRI",1
"AKSARAY",0
"AMASYA",23
"ANKARA",5
"ANTALYA",2
"ARDAHAN",0
"ARTVİN",27
"AYDIN",5
"BALIKESİR",2
"BARTIN",0
"BATMAN",0
"BAYBURT",17
"BİLECİK",1
"BİNGÖL",16
"BİTLİS",1
"BOLU",5
"BURDUR",1
"BURSA",1
"ÇANAKKALE",3
"ÇANKIRI",9
"ÇORUM",56
"DENİZLİ",0
"DİYARBAKIR",2
"DÜZCE",0
"EDİRNE",0
"ELAZIĞ",0
"ERZİNCAN",30
"ERZURUM",120
"ESKİŞEHİR",0
"GAZİANTEP",0
"GİRESUN",17
"GÜMÜŞHANE",47
"HAKKARİ",0
"HATAY",0
"IĞDIR",2
"ISPARTA",0
"İSTANBUL",18
"İZMİR",4
"KAHRAMANMARAŞ",4
"KARABÜK",5
"KARAMAN",0
"KARS",2
"KASTAMONU",26
"KAYSERİ",10
"KİLİS",0
"KIRIKKALE",2
"KIRKLARELİ",5
"KIRŞEHİR",2
"KOCAELİ",0
"KONYA",1
"KÜTAHYA",7
"MALATYA",5
"MANİSA",0
"MARDİN",1
"MERSİN",0
"MUĞLA",0
"MUŞ",3
"NEVŞEHİR",1
"NİĞDE",0
"ORDU",3
"OSMANİYE",2
"RİZE",0
"SAKARYA",0
"SAMSUN",24
"SİİRT",2
"SİNOP",0
"SİVAS",73
"ŞANLIURFA",1
"ŞIRNAK",0
"TEKİRDAĞ",3
"TOKAT",209
"TRABZON",0
"TUNCELİ",13
"UŞAK",0
"VAN",0
"YALOVA",0
"YOZGAT",85
"ZONGULDAK",0
