"City","2016"
"ADANA",6
"ADIYAMAN",4
"AFYONKARAHİSAR",1
"AĞRI",0
"AKSARAY",0
"AMASYA",13
"ANKARA",10
"ANTALYA",4
"ARDAHAN",1
"ARTVİN",7
"AYDIN",6
"BALIKESİR",4
"BARTIN",0
"BATMAN",0
"BAYBURT",10
"BİLECİK",0
"BİNGÖL",9
"BİTLİS",6
"BOLU",0
"BURDUR",0
"BURSA",0
"ÇANAKKALE",1
"ÇANKIRI",2
"ÇORUM",24
"DENİZLİ",1
"DİYARBAKIR",1
"DÜZCE",0
"EDİRNE",0
"ELAZIĞ",4
"ERZİNCAN",26
"ERZURUM",85
"ESKİŞEHİR",1
"GAZİANTEP",0
"GİRESUN",4
"GÜMÜŞHANE",20
"HAKKARİ",0
"HATAY",0
"IĞDIR",0
"ISPARTA",1
"İSTANBUL",12
"İZMİR",3
"KAHRAMANMARAŞ",0
"KARABÜK",3
"KARAMAN",0
"KARS",2
"KASTAMONU",4
"KAYSERİ",7
"KİLİS",0
"KIRIKKALE",2
"KIRKLARELİ",0
"KIRŞEHİR",3
"KOCAELİ",1
"KONYA",4
"KÜTAHYA",1
"MALATYA",2
"MANİSA",1
"MARDİN",0
"MERSİN",1
"MUĞLA",0
"MUŞ",2
"NEVŞEHİR",1
"NİĞDE",0
"ORDU",3
"OSMANİYE",0
"RİZE",0
"SAKARYA",0
"SAMSUN",6
"SİİRT",0
"SİNOP",0
"SİVAS",31
"ŞANLIURFA",0
"ŞIRNAK",0
"TEKİRDAĞ",1
"TOKAT",68
"TRABZON",2
"TUNCELİ",1
"UŞAK",0
"VAN",1
"YALOVA",0
"YOZGAT",19
"ZONGULDAK",0
