"City","2010"
"ADANA",2
"ADIYAMAN",1
"AFYONKARAHİSAR",5
"AĞRI",0
"AKSARAY",0
"AMASYA",36
"ANKARA",24
"ANTALYA",2
"ARDAHAN",1
"ARTVİN",21
"AYDIN",7
"BALIKESİR",4
"BARTIN",0
"BATMAN",0
"BAYBURT",8
"BİLECİK",1
"BİNGÖL",3
"BİTLİS",3
"BOLU",12
"BURDUR",2
"BURSA",3
"ÇANAKKALE",1
"ÇANKIRI",10
"ÇORUM",92
"DENİZLİ",1
"DİYARBAKIR",2
"DÜZCE",0
"EDİRNE",1
"ELAZIĞ",1
"ERZİNCAN",20
"ERZURUM",39
"ESKİŞEHİR",3
"GAZİANTEP",1
"GİRESUN",32
"GÜMÜŞHANE",51
"HAKKARİ",1
"HATAY",2
"IĞDIR",0
"ISPARTA",0
"İSTANBUL",8
"İZMİR",2
"KAHRAMANMARAŞ",4
"KARABÜK",24
"KARAMAN",0
"KARS",1
"KASTAMONU",48
"KAYSERİ",3
"KİLİS",0
"KIRIKKALE",0
"KIRKLARELİ",0
"KIRŞEHİR",2
"KOCAELİ",1
"KONYA",6
"KÜTAHYA",1
"MALATYA",1
"MANİSA",0
"MARDİN",0
"MERSİN",3
"MUĞLA",2
"MUŞ",3
"NEVŞEHİR",0
"NİĞDE",1
"ORDU",4
"OSMANİYE",0
"RİZE",0
"SAKARYA",0
"SAMSUN",26
"SİİRT",1
"SİNOP",1
"SİVAS",60
"ŞANLIURFA",1
"ŞIRNAK",1
"TEKİRDAĞ",1
"TOKAT",178
"TRABZON",1
"TUNCELİ",3
"UŞAK",0
"VAN",0
"YALOVA",0
"YOZGAT",88
"ZONGULDAK",0
