"City","2008"
"ADANA",7
"ADIYAMAN",3
"AFYONKARAHİSAR",4
"AĞRI",0
"AKSARAY",0
"AMASYA",50
"ANKARA",55
"ANTALYA",7
"ARDAHAN",1
"ARTVİN",19
"AYDIN",11
"BALIKESİR",13
"BARTIN",0
"BATMAN",0
"BAYBURT",3
"BİLECİK",1
"BİNGÖL",4
"BİTLİS",0
"BOLU",24
"BURDUR",7
"BURSA",3
"ÇANAKKALE",3
"ÇANKIRI",55
"ÇORUM",126
"DENİZLİ",0
"DİYARBAKIR",14
"DÜZCE",0
"EDİRNE",3
"ELAZIĞ",2
"ERZİNCAN",4
"ERZURUM",23
"ESKİŞEHİR",3
"GAZİANTEP",8
"GİRESUN",38
"GÜMÜŞHANE",56
"HAKKARİ",0
"HATAY",5
"IĞDIR",0
"ISPARTA",2
"İSTANBUL",12
"İZMİR",5
"KAHRAMANMARAŞ",4
"KARABÜK",80
"KARAMAN",0
"KARS",1
"KASTAMONU",118
"KAYSERİ",7
"KİLİS",1
"KIRIKKALE",0
"KIRKLARELİ",0
"KIRŞEHİR",0
"KOCAELİ",0
"KONYA",7
"KÜTAHYA",4
"MALATYA",3
"MANİSA",1
"MARDİN",1
"MERSİN",4
"MUĞLA",4
"MUŞ",0
"NEVŞEHİR",1
"NİĞDE",1
"ORDU",19
"OSMANİYE",5
"RİZE",0
"SAKARYA",2
"SAMSUN",43
"SİİRT",0
"SİNOP",1
"SİVAS",95
"ŞANLIURFA",0
"ŞIRNAK",0
"TEKİRDAĞ",1
"TOKAT",204
"TRABZON",2
"TUNCELİ",2
"UŞAK",1
"VAN",0
"YALOVA",0
"YOZGAT",132
"ZONGULDAK",0
