"record_id","Longitude","Latitude","ADMcode","presence","biodiv_intact","crop_cover","crop_expansion","evi_coefvar","evi_dissimilarity","forest_cover","forest_loss","health_travel","hunting","livestock_all","mining","precip","precip_anomaly","precip_change","protected_areas","social_vulnerability","tmean","tmean_anomaly","tmean_change","urban_cover","urban_expansion","livestock_ruminants","health_travel_log","livestock_log"
"11",48.04,46.34,"Pts_11",1,0.815881550312042,0.00163886740067702,0.00404261816153387,0.150015458464622,3.64786791801453,0.0103278303564083,0,0.965298593044281,NA,26.8797245025635,0,240.201797485352,0.0888284593820572,31.1424903869629,0,40.2607116699219,11.7929773330688,1.0945109128952,1.55544018745422,0.752652521050717,0.167123049497604,26.7507057189941,0.675644189524845,3.32326127118418
"12",20.8047,-33.4498,"Pts_12",1,0.509777843952179,5.41172324473879e-05,0,0.0602992400527,0.709754705429077,0.00553655894167114,0,60.4362487792969,NA,31.6569900512695,0,256.239959716797,0.136158227920532,26.7750492095947,1,71.2108840942383,15.9247789382935,1.48179650306702,0.689269185066223,0.00122567170100145,0,31.5267009735107,4.11800003195102,3.48206132044881
"13",29.4822,-24.308,"Pts_13",1,0.703201353549957,0.0140031731280838,0.00140478773712614,0.0495343878865242,1.31774091720581,0.165359403350892,0,6.89282464981079,NA,20.6301231384277,1.39587075409509e-06,565.052001953125,0.0361570939421654,14.8984527587891,0,62.6584663391113,19.4231662750244,0.835124313831329,0.639771640300751,0.10163012833717,0.0157022476196289,19.1492252349854,2.06595407456802,3.00316583777682
"14",25.81,-31.86,"Pts_14",1,0.536560356616974,0.00266660296630716,0.00264910378626014,0.0609920024871826,0.959840953350067,0.0292326792817825,0,39.2114639282227,NA,50.4279594421387,0,449.316223144531,0.116854175925255,92.4944763183594,0,75.3909912109375,15.7311525344849,0.948259770870209,0.935993492603302,0,0,50.3723678588867,3.69415212731492,3.93910043761362
"15",22.7449,-29.668,"Pts_15",1,0.703441202640533,0.0978506876921808,0.0139217893653386,0.134127840399742,3.69514274597168,0.0372478875528298,0,4.63573980331421,NA,22.2399997711182,0,312.6865234375,0.0656055510044098,74.9322280883789,0.0187323596328497,69.3019561767578,19.5243434906006,0.980640530586243,0.939975559711456,0.0580293556800583,0.0106482012197375,22.1762409210205,1.72912842606408,3.1431276556935
"16",23.0711,-28.3281,"Pts_16",1,0.688375413417816,0.00403773190102773,0.000701086411587145,0.063995897769928,1.06972861289978,0.0215889025253506,0,5.62757349014282,NA,22.1883659362793,0.015773544088006,399.864715576172,-0.0192476008087397,68.9490585327148,0,62.5306167602539,18.2822551727295,0.851904094219208,0.731141149997711,0.090451349740857,0.0189802777022123,22.1806735992432,1.89123874778691,3.14331889699082
"17",24.76,-28.73,"Pts_17",1,0.812718272209167,0.0159764272163146,0.00246959816716626,0.122330725193024,2.47380447387695,0.0330503594259443,0,1.48818182945251,NA,23.5004558563232,0.0471855998039246,471.768463134766,-0.107823975384235,39.3575630187988,0,48.2046356201172,18.8845252990723,0.907195866107941,1.03785634040833,0.504988833958218,0.269569009542465,23.0318489074707,0.911552254783909,3.17937998842276
"18",24.51,-28.53,"Pts_18",1,0.641687333583832,0.00976787636601208,0.00222300598594607,0.0583543553948402,1.23497319221497,0.0576671150058639,0,10.1293230056763,NA,22.2663345336914,0.0252942275255919,431.920837402344,-0.132751733064651,28.3008289337158,0,67.4792098999023,19.0922336578369,0.941377639770508,1.02919054031372,0.0578714483846032,0.00331240333616734,22.1799964904785,2.40958333735268,3.1432896865086
"19",22.2,-33.5833,"Pts_19",1,0.751567244529724,0.0935603241585491,0.0269820854685885,0.110242694616318,2.70791959762573,0.0391326208999997,0,3.69212818145752,NA,31.7944011688232,0,399.648406982422,0.453422963619232,73.4256439208984,1,65.5227508544922,17.2869853973389,1.61028563976288,0.71226841211319,0.196972834814834,0.108833141624928,31.5260314941406,1.54588624956929,3.48204073778165
"20",30.38,-29.61,"Pts_20",1,0.888039410114288,0.0232542233558213,0.00157928966114378,0.115371644496918,3.9089183807373,0.119781616318273,0.044493379,0.903524696826935,0.23323293030262,54.7884140014648,0,1068.19274902344,0.00966054387390614,157.343673706055,0,48.6926689147949,16.6351413726807,0.949790894985199,0.709682166576385,0.577901742811421,0.073568195104599,45.9112663269043,0.643707271185948,3.84825786679384
"21",30.793,-27.7677,"Pts_21",1,0.882934749126434,0.0762165025416445,0.00513823166043434,0.0918627083301544,3.10570120811462,0.109444844676239,0.048555952,2.7746365070343,0.915415287017822,48.4322662353516,0,908.755920410156,-0.148220986127853,34.6409873962402,0,71.4657440185547,16.4800148010254,0.866089820861816,0.813956916332245,0.157987488754399,0.0458959862589836,45.9237747192383,1.32830408853752,3.84852447066098
"22",24.773,-29.1285,"Pts_22",1,0.739463984966278,0.126664236490538,0.0128189743394791,0.112260021269321,3.17176389694214,0.0449877443816523,0,7.87180805206299,NA,60.6514015197754,0,452.091522216797,-0.0895605832338333,44.7125663757324,0,74.7528991699219,18.8278369903564,0.907982170581818,1.08182692527771,0.0274371854963583,0.0083700530230999,60.6072769165039,2.18287861456413,4.12077999532389
"23",25.31,-29.75,"Pts_23",1,0.684846580028534,0.00187545275168312,0.000316979573893987,0.0647704601287842,1.18824899196625,0.0436085464672829,0,17.0576915740967,NA,60.6154708862305,0,497.499206542969,-0.133473098278046,43.0126457214355,0.0115805501118302,72.9517669677734,16.9081268310547,1.02788889408112,1.08715379238129,0.0278878878363185,0.00311982817947865,60.6015815734863,2.89357172000173,4.12068754510414
"24",30.45,-25.1,"Pts_24",1,0.731835901737213,0.0569408146771325,0.00684548032340398,0.0804682523012161,2.22730445861816,0.054752383487364,0,3.34934663772583,NA,44.9294815063477,0,918.495849609375,-0.106677897274494,1.90038323402405,0.547715187072754,61.8576698303223,15.6193790435791,0.955947577953339,0.417220830917358,0.147093223904908,0.0640234500169754,44.4690895080566,1.47002563559576,3.81703274362185
"25",28.1108,-26.1454,"Pts_25",1,0.868144273757935,0.0458389795196058,0.011583110697209,0.145757302641869,4.0939359664917,0.0166891702160987,0,0.762120127677917,NA,23.1672840118408,0,718.137145996094,-0.0129380309954286,87.104736328125,0,45.3769874572754,16.1331081390381,0.83713310956955,0.548238456249237,0.809730078564432,0.14020773768425,22.7487506866455,0.566517702078765,3.16752992642952
"26",69.3321,38.0944,"Pts_26",1,0.800611197948456,0.49713757814519,0.0602190791752167,0.0826587453484535,2.93153047561646,0.0233222886867773,0,69.1366577148438,NA,160.525161743164,0,736.698303222656,0.0982028469443321,59.3201637268066,0,71.3608703613281,14.7393798828125,1.02114772796631,0.908621966838837,0.171203628427991,0.0415012314915657,160.517715454102,4.25044559194911,5.0846148298611
"27",69.0458,38.3141,"Pts_27",1,0.819234848022461,0.408142963347127,0.0422532371171245,0.0855932161211967,2.93583273887634,0.0622735126275502,0,44.2608680725098,NA,192.074737548828,0,848.928833007812,0.159118339419365,57.3263168334961,0,74.9405975341797,14.9459581375122,0.972904682159424,0.8806112408638,0.168236195702385,0.0342991538345814,192.066741943359,3.81244281970573,5.26303594230332
"28",68.78,38.44,"Pts_28",1,0.817022562026978,0.340732450517168,0.0295855189376256,0.0964651107788086,3.07098698616028,0.0309081546699276,0,4.19623374938965,NA,58.169677734375,0.00361880869604647,850.327941894531,0.0724926590919495,27.9540271759033,0,54.5827484130859,12.816517829895,0.919747948646545,0.810280561447144,0.285264762652031,0.125724881887436,58.1696510314941,1.64793408420713,4.08040875894422
"29",14.1494,11.05,"Pts_29",1,0.937900483608246,0.246609277372921,0.19100058852608,0.0737918242812157,2.25416159629822,0.0630361789230913,0,5.47425651550293,NA,101.813133239746,0,543.929748535156,-0.0199126377701759,-5.53801870346069,0,94.7723617553711,27.2559642791748,0.37314385175705,0.322005778551102,0.0496788684099988,0.0235121678560972,98.9523010253906,1.86783377713229,4.6046930824462
"30",14.32,10.59,"Pts_30",1,0.872224450111389,0.291199425707461,0.033586432710743,0.103038229048252,3.09626364707947,0.0378542318014003,0,3.64980101585388,NA,100.400741577148,0,597.907775878906,0.0204662326723337,0.669875264167786,0,87.1661071777344,27.7458686828613,0.391158014535904,0.358820676803589,0.316275420947171,0.0990802645683289,98.9552230834961,1.53682442639416,4.6047223165445
"31",9.93,4.95,"Pts_31",1,0.853024363517761,0.0295635524698257,0.00658268257507501,0.055868923664093,2.69906115531921,0.554472292596217,0,13.6551446914673,0.350048094987869,17.0646877288818,0,3520.76806640625,0.106105968356133,317.28466796875,0,76.1991119384766,21.6117401123047,1.57548034191132,0.479655206203461,0.153727977022582,0.0346039161086082,8.34665870666504,2.6847914472951,2.23501892185723
"32",18.58,4.36,"Pts_32",1,0.825580298900604,0.0127959334387415,0.0641511188209236,0.0843100771307945,3.03295993804932,0.141780752022154,0,5.93280506134033,0.26947820186615,7.62688684463501,0,1234.72204589844,-0.497117877006531,-85.217414855957,0,82.1752777099609,26.5681819915771,0.393381357192993,-0.0764342546463013,0.429786867364848,0.0351980738341808,6.53271722793579,1.93626450206041,2.01925583036332
"33",15.04,12.11,"Pts_33",1,0.802010834217072,0.0283331857254812,0,0.144983798265457,3.27730178833008,0.0201799048794246,0,3.92191386222839,NA,71.5489273071289,0,424.005584716797,-0.127701967954636,-63.3296699523926,0.240572884678841,63.1151466369629,29.0100746154785,0.631849944591522,0.745676755905151,0.616403837693101,0.185701847076416,71.5469589233398,1.59369745125262,4.28423406147495
"34",11.8603,-4.7894,"Pts_34",1,0.822220802307129,0.0146166794201995,0,0.15917244553566,3.80280995368958,0.0102456650381266,0.00315269,0.8580122590065,NA,2.01382565498352,0,1280.193359375,1.32480263710022,492.090393066406,0,56.0150680541992,24.8377780914307,1.69781160354614,0.691604912281036,0.857855048673194,0.216314196586609,1.40421211719513,0.619507238328169,0.8772222478866
"35",15.28,-4.25,"Pts_35",1,0.758805513381958,0.02105262119896,0.0082237276050417,0.132712289690971,3.34917449951172,0.0244572759171598,0,5.90839767456055,0.0598751120269299,4.52667999267578,0,1098.42663574219,0.191258385777473,79.9834899902344,0.0107479812577367,46.5513801574707,25.3833179473877,0.846259117126465,0.230256989598274,0.583683203427417,0.238329976797104,4.23031759262085,1.93273772587715,1.65447200139964
"36",8.78,-0.71,"Pts_36",1,0.900537312030792,0.0296197860466025,0,0.11511392891407,2.92379713058472,0.0757500037311664,0,2.80770468711853,NA,1.90914356708527,0,NA,NA,NA,0,46.4750442504883,NA,NA,NA,0.58668992678381,0.169512331485748,1.09894979000092,1.33702656327027,0.741437119638101
"37",11.01,-1.86,"Pts_37",1,0.728824257850647,0.0181518024705185,0,0.060454361140728,2.8295910358429,0.30709392637717,0.024692905,18.5455646514893,0.746314942836761,1.95703399181366,0,2281.4755859375,0.407525897026062,423.743286132812,0,80.0768356323242,25.0616035461426,1.81220662593842,0.559593021869659,0.0638484579501107,0.00442167324945331,1.14455354213715,2.97274838864543,0.762931391852279
"38",-15.9667,18.15,"Pts_38",1,1.00265669822693,0.000820929553469141,0,0.0398774854838848,0.360749989748001,0.00146162772533438,0,6.4890661239624,NA,16.8043384552002,0,43.6519203186035,-0.18096224963665,-57.0979537963867,0,52.3255500793457,25.7224597930908,0.953234016895294,0.867700219154358,0.250432627974878,0.0496076568961143,16.8043384552002,2.01344410670647,2.87944216103808
"39",18.1166,-19.5666,"Pts_39",1,0.953876435756683,0.0460141461433762,0.0357265222264535,0.0588683485984802,1.65224802494049,0.116947503135002,0,4.17334270477295,NA,6.28302097320557,0,667.881896972656,0.447666972875595,246.149444580078,0,70.4876174926758,21.2519550323486,0.395505338907242,-0.260683059692383,0.0605560149701872,0.0473861247301102,6.26212024688721,1.64351903757494,1.98267183122564
"40",17.0816,-22.5604,"Pts_40",1,0.862010061740875,0.00935518418385262,0,0.0942904576659203,1.89933967590332,0.0251460267928608,0,1.00864601135254,NA,7.51604843139648,0,588.797302246094,0.333815962076187,282.409210205078,0,35.3450317382812,18.7717781066895,0.710565268993378,0.186262637376785,0.541972066884841,0.451964318752289,7.48141002655029,0.697460868890151,2.13787671269721
"41",48.04,46.34,"Pts_41",1,0.815881550312042,0.00163886740067702,0.00404261816153387,0.150015458464622,3.64786791801453,0.0103278303564083,0,0.965298593044281,NA,26.8797245025635,0,240.201797485352,0.0888284593820572,31.1424903869629,0,40.2607116699219,11.7929773330688,1.0945109128952,1.55544018745422,0.752652521050717,0.167123049497604,26.7507057189941,0.675644189524845,3.32326127118418
"42",-15.48,15.35,"Pts_42",1,0.914834022521973,0.269568077396318,0.169776873999231,0.0616164915263653,1.88691127300262,0.0331577714708718,0,4.93734550476074,NA,72.2344665527344,0,268.264526367188,-0.8816779255867,-159.555465698242,0,86.5365829467773,28.0002975463867,0.86028915643692,0.574674129486084,0.0441963248144493,0.0311605557799339,71.5690307617188,1.7812621487714,4.28453825729234
"43",-14.46,15.26,"Pts_43",1,0.821767270565033,0.0877920471414971,0.00431400558851858,0.0811299532651901,2.13950610160828,0.0439373784866132,0,10.4212589263916,NA,20.3726749420166,0,288.768737792969,-0.75801944732666,-147.570327758789,1,88.8340072631836,28.7910709381104,0.830587446689606,0.631536543369293,0.00135503652330987,0,20.2244873046875,2.43547643689034,3.05515557664948
"44",-12.1838,12.5532,"Pts_44",1,0.863617360591888,0.0946276830811814,0.0330885245439847,0.0522059798240662,2.30408596992493,0.162063085073398,0,8.93943309783936,0.758686006069183,5.96309423446655,0,819.922546386719,-1.17314016819,-258.633148193359,0,90.0939407348633,28.4483604431152,1.94832396507263,1.26422560214996,0.0444401044229696,0.0338728688657284,5.92633867263794,2.29650998663155,1.93533134351963
"45",-16.27,12.58,"Pts_45",1,0.886658489704132,0.104372480432957,0.00773431890315057,0.139749273657799,3.30193161964417,0.0949583360177472,0.007362237,13.4759998321533,0.387914687395096,84.6174240112305,0,1192.46728515625,-0.915293455123901,-422.956481933594,0.298695147037506,77.6389694213867,27.104923248291,1.27502727508545,0.571557223796844,0.336671383096392,0.0399891957640648,73.5687408447266,2.67249209410667,4.31172139586569
"46",-17.328,14.7345,"Pts_46",1,0.814356327056885,0.0546970395811466,0.000998685370904444,0.158985942602158,3.32840013504028,0.0199357210840948,0,0.522147059440613,NA,605.3388671875,0,303.59619140625,-0.55557519197464,-188.285552978516,0.0597825013101101,41.6068916320801,24.7494163513184,0.68300998210907,0.447334259748459,0.701347873319632,0.534908831119537,603.591674804688,0.420121877268959,6.40455331249317
"47",20.8047,-33.4498,"Pts_47",1,0.509777843952179,5.41172324473879e-05,0,0.0602992400527,0.709754705429077,0.00553655894167114,0,60.4362487792969,NA,31.6569900512695,0,256.239959716797,0.136158227920532,26.7750492095947,1,71.2108840942383,15.9247789382935,1.48179650306702,0.689269185066223,0.00122567170100145,0,31.5267009735107,4.11800003195102,3.48206132044881
"48",25.81,-31.86,"Pts_48",1,0.536560356616974,0.00266660296630716,0.00264910378626014,0.0609920024871826,0.959840953350067,0.0292326792817825,0,39.2114639282227,NA,50.4279594421387,0,449.316223144531,0.116854175925255,92.4944763183594,0,75.3909912109375,15.7311525344849,0.948259770870209,0.935993492603302,0,0,50.3723678588867,3.69415212731492,3.93910043761362
"49",22.7449,-29.668,"Pts_49",1,0.703441202640533,0.0978506876921808,0.0139217893653386,0.134127840399742,3.69514274597168,0.0372478875528298,0,4.63573980331421,NA,22.2399997711182,0,312.6865234375,0.0656055510044098,74.9322280883789,0.0187323596328497,69.3019561767578,19.5243434906006,0.980640530586243,0.939975559711456,0.0580293556800583,0.0106482012197375,22.1762409210205,1.72912842606408,3.1431276556935
"50",24.76,-28.73,"Pts_50",1,0.812718272209167,0.0159764272163146,0.00246959816716626,0.122330725193024,2.47380447387695,0.0330503594259443,0,1.48818182945251,NA,23.5004558563232,0.0471855998039246,471.768463134766,-0.107823975384235,39.3575630187988,0,48.2046356201172,18.8845252990723,0.907195866107941,1.03785634040833,0.504988833958218,0.269569009542465,23.0318489074707,0.911552254783909,3.17937998842276
"51",24.51,-28.53,"Pts_51",1,0.641687333583832,0.00976787636601208,0.00222300598594607,0.0583543553948402,1.23497319221497,0.0576671150058639,0,10.1293230056763,NA,22.2663345336914,0.0252942275255919,431.920837402344,-0.132751733064651,28.3008289337158,0,67.4792098999023,19.0922336578369,0.941377639770508,1.02919054031372,0.0578714483846032,0.00331240333616734,22.1799964904785,2.40958333735268,3.1432896865086
"52",24.773,-29.1285,"Pts_52",1,0.739463984966278,0.126664236490538,0.0128189743394791,0.112260021269321,3.17176389694214,0.0449877443816523,0,7.87180805206299,NA,60.6514015197754,0,452.091522216797,-0.0895605832338333,44.7125663757324,0,74.7528991699219,18.8278369903564,0.907982170581818,1.08182692527771,0.0274371854963583,0.0083700530230999,60.6072769165039,2.18287861456413,4.12077999532389
"53",25.31,-29.75,"Pts_53",1,0.684846580028534,0.00187545275168312,0.000316979573893987,0.0647704601287842,1.18824899196625,0.0436085464672829,0,17.0576915740967,NA,60.6154708862305,0,497.499206542969,-0.133473098278046,43.0126457214355,0.0115805501118302,72.9517669677734,16.9081268310547,1.02788889408112,1.08715379238129,0.0278878878363185,0.00311982817947865,60.6015815734863,2.89357172000173,4.12068754510414
"54",26.6713,-29.5847,"Pts_54",1,0.713574886322021,0.100769575258977,0.00764407259598206,0.0567556284368038,1.47130286693573,0.0117292809274119,0,6.05029582977295,NA,60.8245658874512,0,683.721008300781,-0.136936128139496,43.1217956542969,0,71.8619537353516,15.7227764129639,1.0515341758728,1.18581163883209,0.0374937121200298,0.0177448876202106,60.6031379699707,1.95306957761373,4.12071281031298
"55",28.1108,-26.1454,"Pts_55",1,0.868144273757935,0.0458389795196058,0.011583110697209,0.145757302641869,4.0939359664917,0.0166891702160987,0,0.762120127677917,NA,23.1672840118408,0,718.137145996094,-0.0129380309954286,87.104736328125,0,45.3769874572754,16.1331081390381,0.83713310956955,0.548238456249237,0.809730078564432,0.14020773768425,22.7487506866455,0.566517702078765,3.16752992642952
"56",26.7,-25.65,"Pts_56",1,0.776488304138184,0.00872497935825507,0.00186566304912626,0.0523355714976788,1.54472589492798,0.141527729638257,0,5.39350461959839,NA,26.9505043029785,0,617.90087890625,-0.0569798164069653,27.5406036376953,0.0619376488029957,69.8468704223633,18.1814556121826,0.558352828025818,0.305197894573212,0.0559332386935781,0.00215823971666396,26.3666019439697,1.85528257181491,3.3093233627681
"57",69.0458,38.3141,"Pts_57",1,0.819234848022461,0.408142963347127,0.0422532371171245,0.0855932161211967,2.93583273887634,0.0622735126275502,0,44.2608680725098,NA,192.074737548828,0,848.928833007812,0.159118339419365,57.3263168334961,0,74.9405975341797,14.9459581375122,0.972904682159424,0.8806112408638,0.168236195702385,0.0342991538345814,192.066741943359,3.81244281970573,5.26303594230332
"58",69.58,38.03,"Pts_58",1,0.804177105426788,0.424066519802694,0.0553688858896813,0.12454879283905,3.74475908279419,0.00598724334798985,0,42.0207595825195,NA,360.132537841797,0,626.004760742188,-0.00746519770473242,35.3179588317871,0,78.8397369384766,14.0519933700562,1.12992179393768,1.10975468158722,0.0357939853371248,0.011338958516717,360.124176025391,3.76168278018114,5.88922187709571
"59",68.78,38.44,"Pts_59",1,0.817022562026978,0.340732450517168,0.0295855189376256,0.0964651107788086,3.07098698616028,0.0309081546699276,0,4.19623374938965,NA,58.169677734375,0.00361880869604647,850.327941894531,0.0724926590919495,27.9540271759033,0,54.5827484130859,12.816517829895,0.919747948646545,0.810280561447144,0.285264762652031,0.125724881887436,58.1696510314941,1.64793408420713,4.08040875894422
"60",14.1494,11.05,"Pts_60",1,0.937900483608246,0.246609277372921,0.19100058852608,0.0737918242812157,2.25416159629822,0.0630361789230913,0,5.47425651550293,NA,101.813133239746,0,543.929748535156,-0.0199126377701759,-5.53801870346069,0,94.7723617553711,27.2559642791748,0.37314385175705,0.322005778551102,0.0496788684099988,0.0235121678560972,98.9523010253906,1.86783377713229,4.6046930824462
"61",14.32,10.59,"Pts_61",1,0.872224450111389,0.291199425707461,0.033586432710743,0.103038229048252,3.09626364707947,0.0378542318014003,0,3.64980101585388,NA,100.400741577148,0,597.907775878906,0.0204662326723337,0.669875264167786,0,87.1661071777344,27.7458686828613,0.391158014535904,0.358820676803589,0.316275420947171,0.0990802645683289,98.9552230834961,1.53682442639416,4.6047223165445
"62",9.93,4.95,"Pts_62",1,0.853024363517761,0.0295635524698257,0.00658268257507501,0.055868923664093,2.69906115531921,0.554472292596217,0,13.6551446914673,0.350048094987869,17.0646877288818,0,3520.76806640625,0.106105968356133,317.28466796875,0,76.1991119384766,21.6117401123047,1.57548034191132,0.479655206203461,0.153727977022582,0.0346039161086082,8.34665870666504,2.6847914472951,2.23501892185723
"63",18.58,4.36,"Pts_63",1,0.825580298900604,0.0127959334387415,0.0641511188209236,0.0843100771307945,3.03295993804932,0.141780752022154,0,5.93280506134033,0.26947820186615,7.62688684463501,0,1234.72204589844,-0.497117877006531,-85.217414855957,0,82.1752777099609,26.5681819915771,0.393381357192993,-0.0764342546463013,0.429786867364848,0.0351980738341808,6.53271722793579,1.93626450206041,2.01925583036332
"64",15.04,12.11,"Pts_64",1,0.802010834217072,0.0283331857254812,0,0.144983798265457,3.27730178833008,0.0201799048794246,0,3.92191386222839,NA,71.5489273071289,0,424.005584716797,-0.127701967954636,-63.3296699523926,0.240572884678841,63.1151466369629,29.0100746154785,0.631849944591522,0.745676755905151,0.616403837693101,0.185701847076416,71.5469589233398,1.59369745125262,4.28423406147495
"65",11.8603,-4.7894,"Pts_65",1,0.822220802307129,0.0146166794201995,0,0.15917244553566,3.80280995368958,0.0102456650381266,0.00315269,0.8580122590065,NA,2.01382565498352,0,1280.193359375,1.32480263710022,492.090393066406,0,56.0150680541992,24.8377780914307,1.69781160354614,0.691604912281036,0.857855048673194,0.216314196586609,1.40421211719513,0.619507238328169,0.8772222478866
"66",15.28,-4.25,"Pts_66",1,0.758805513381958,0.02105262119896,0.0082237276050417,0.132712289690971,3.34917449951172,0.0244572759171598,0,5.90839767456055,0.0598751120269299,4.52667999267578,0,1098.42663574219,0.191258385777473,79.9834899902344,0.0107479812577367,46.5513801574707,25.3833179473877,0.846259117126465,0.230256989598274,0.583683203427417,0.238329976797104,4.23031759262085,1.93273772587715,1.65447200139964
"67",8.78,-0.71,"Pts_67",1,0.900537312030792,0.0296197860466025,0,0.11511392891407,2.92379713058472,0.0757500037311664,0,2.80770468711853,NA,1.90914356708527,0,NA,NA,NA,0,46.4750442504883,NA,NA,NA,0.58668992678381,0.169512331485748,1.09894979000092,1.33702656327027,0.741437119638101
"68",11.01,-1.86,"Pts_68",1,0.728824257850647,0.0181518024705185,0,0.060454361140728,2.8295910358429,0.30709392637717,0.024692905,18.5455646514893,0.746314942836761,1.95703399181366,0,2281.4755859375,0.407525897026062,423.743286132812,0,80.0768356323242,25.0616035461426,1.81220662593842,0.559593021869659,0.0638484579501107,0.00442167324945331,1.14455354213715,2.97274838864543,0.762931391852279
"69",12.86,0.56,"Pts_69",1,0.85735672712326,0.0138839405419851,0,0.0584942102432251,3.30673837661743,0.631156156737205,0.533222555,9.08997058868408,0.845785617828369,1.89811778068542,0,1486.033203125,-0.162867233157158,151.553024291992,0,83.1655502319336,24.3042049407959,1.19019329547882,0.305936276912689,0.0851356456103856,0.00625983299687505,1.08873248100281,2.31154191946375,0.736557413580651
"70",73.0436,33.606,"Pts_70",1,0.846285045146942,0.0635616878004149,0.0241208184572603,0.189253598451614,3.69802570343018,0.015994488105343,0,0.649280905723572,NA,202.864532470703,0,924.8271484375,-0.0568407289683819,30.0429401397705,0.0342683680355549,28.0808753967285,20.9247989654541,0.442683666944504,0.134606540203094,0.848574372284295,0.794342339038849,202.864532470703,0.500339378204669,5.31745571674487
