"record_id","Longitude","Latitude","ADMcode","presence","biodiv_intact","crop_cover","crop_expansion","evi_coefvar","evi_dissimilarity","forest_cover","forest_loss","health_travel","hunting","livestock_all","mining","precip","precip_anomaly","precip_change","protected_areas","social_vulnerability","tmean","tmean_anomaly","tmean_change","urban_cover","urban_expansion","livestock_ruminants","health_travel_log","livestock_log"
"5",-11.4427336,16.6201507,"Pts_1",1,0.789460241794586,0.00858255452933374,0,0.0957719832658768,1.54021823406219,0.0245280102838453,0,12.1925277709961,NA,27.7846050262451,0,154.240158081055,-0.741023063659668,-122.571510314941,0,83.9903411865234,30.1837768554688,1.56073760986328,1.76629710197449,0.0360271332979567,0,27.7846050262451,2.57965059135487,3.35984069652052
"6",-13.9212227,17.0544866,"Pts_2",1,0.804750859737396,0.07521317899533,0,0.131349325180054,2.60994052886963,0.0145840276367174,0,13.6482162475586,NA,28.895975112915,0,126.67463684082,-0.383243262767792,-77.6107940673828,0,88.4241409301758,29.9101104736328,1.22766149044037,1.38431370258331,0.0605857506696138,0,28.895975112915,2.68431857020416,3.39772385972749
"11",13.1440148,-8.8535063,"Pts_3",1,0.776896238327026,0.0069868286995558,0.00102123134457885,0.113158226013184,2.18115210533142,0.0282541521756084,0,3.30897164344788,0.148962393403053,76.4604644775391,0,430.077697753906,0.576206743717194,113.522018432617,0,50.7697448730469,25.3526821136475,1.64496958255768,1.03654229640961,0.728965173550301,0.520173311233521,27.4082851409912,1.46069927783875,3.34668083293874
"12",32.59487,-25.932512,"Pts_4",1,0.80488121509552,0.00237471217552693,0.00525311834692986,0.121380239725113,2.54399538040161,0.00947378502461031,0,0.711093127727509,0.0860336273908615,75.4812469482422,0,766.89794921875,0.194240272045135,27.8873291015625,0,36.9034004211426,22.9393577575684,0.566220581531525,0.356148451566696,0.951704348437391,0.0362094938755035,29.0996208190918,0.537132422258498,3.40451257430312
"14",31.293409,30.064324,"Pts_5",1,0.634195029735565,0.00246277936292774,0.00512894432696743,0.186473608016968,1.84681403636932,0.00795886096579733,0,0.44469803571701,NA,88.7547378540039,0,24.6122093200684,-0.0890949219465256,4.00700902938843,0,31.4663047790527,22.0003108978271,1.01181721687317,0.324412286281586,0.901265059705364,0.176635816693306,88.7266311645508,0.367900327904604,4.49676761646776
"16",-10.6508426,15.0999997,"Pts_6",1,0.888299822807312,0.158823116306325,0.0990642927449523,0.0902281105518341,2.83955955505371,0.0598224804854582,0,18.4621677398682,NA,60.8545074462891,0,365.574096679688,-0.963915824890137,-196.988800048828,0,92.3644943237305,30.262882232666,1.44376373291016,1.5803507566452,0.0371858847879024,0,60.6095161437988,2.96847246520286,4.1208163414621
"17",13.685884,-8.904863,"Pts_7",1,0.805477976799011,0.125452572237753,0.0338747959053989,0.0467227622866631,2.24818181991577,0.279917531054604,0.015907905,45.7817344665527,0.679025709629059,20.9771423339844,0,679.206420898438,0.560753524303436,183.394790649414,0,79.11279296875,25.7199802398682,1.04680109024048,0.706774652004242,0.0170183601777067,0.0156032256782055,9.85669040679932,3.84549283756473,2.38478151730471
"23",-12.585206,12.401668,"Pts_8",1,0.84741622209549,0.015601017734745,0.00768963828688466,0.0344233438372612,1.76231479644775,0.295726897653094,0,32.2561225891113,0.732540667057037,31.5098285675049,0,979.240173339844,-1.04719972610474,-290.971282958984,0,92.7691650390625,27.8996524810791,1.84468269348145,1.13170886039734,0.000365565205427187,0,31.2879447937012,3.50423888816893,3.47469393436118
"24",-7.908167,11.994254,"Pts_9",1,0.917623281478882,0.263736513855719,0.0477913581898023,0.0502736531198025,2.02147173881531,0.075628436242025,0,4.29204750061035,NA,25.8183078765869,0,899.409362792969,-1.21117746829987,-248.711288452148,0,94.2318725585938,27.5681648254395,2.37542176246643,1.39038801193237,0.0834402834688583,0.0234203040599823,25.7623310089111,1.66620522214031,3.28699533942267
"27",35.96900177,0.696668983,"Pts_10",1,0.900430381298065,0.049858225561073,0,0.0758148729801178,2.2199125289917,0.178077757366787,0,20.8340511322021,NA,150.029083251953,0,1397.39221191406,-0.478297889232635,-754.785461425781,0,88.4179992675781,24.1426601409912,1.07960414886475,1.34973287582397,0,0,150.000381469727,3.08347072971675,5.01728236310131
"28",36.1189003,0.525348008,"Pts_11",1,0.917007923126221,0.0515362059847955,0.00682450176345918,0.106510490179062,2.93308687210083,0.162329874680129,0,20.8926620483398,NA,127.765342712402,0,1242.66198730469,-0.637572705745697,-559.071411132812,0.00841797981411219,86.7851867675781,23.9145011901855,1.19049286842346,1.2974044084549,0.00260909657127724,0,127.676666259766,3.08615151438935,4.85730279482172
