"Year","Longitude","Latitude","Disease","Pathogen","DataType","IfPolygon_AdminLevel","Country","ADMcode","Source","CasesMetric","DiagnosticMetric","SourceType"
1997,-61.033402,-17.404373,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2000,-63.180714,-17.784324,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-63.180714,-17.784324,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-63.498631,-17.500664,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-63.135642,-17.8269,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-63.394403,-17.357356,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-63.180714,-17.784324,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2003,-63.180714,-17.784324,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2003,-64.7167,-21.8833,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2003,-61.507,-17.2378,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2004,-62.025576,-16.131911,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2004,-64.052625,-13.260581,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2004,-63.180714,-17.784324,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2004,-64.3667,-22.65,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2005,-66.1667,-17.38414,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2005,-62.025576,-16.131911,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2005,-64.052625,-13.260581,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2005,-63.180714,-17.784324,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2005,-65.4204,-16.9743,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2006,-62.025576,-16.131911,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2006,-64.052625,-13.260581,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2006,-63.180714,-17.784324,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2006,-65.4204,-16.9743,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2007,-62.025576,-16.131911,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2007,-64.052625,-13.260581,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2007,-63.180714,-17.784324,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2007,-65.4204,-16.9743,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2007,-64.730705,-21.530693,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2008,-62.025576,-16.131911,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2008,-64.052625,-13.260581,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2008,-63.180714,-17.784324,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2008,-68.764,-11.0209,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2008,-65.4204,-16.9743,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-66.099998,-10.983333,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-67.599998,-15.733333,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-67.550003,-15.816667,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-67.5,-16,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-67.727135,-16.188892,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-67.5,-16.5,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-65.5,-16.5,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-65.366669,-16.916668,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-63.25,-17.333332,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-69.050003,-17.35,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-63.166668,-17.5,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-62.866669,-17.783333,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-63.816666,-17.966667,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-63.400002,-17.35,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-64.900002,-14.833333,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-62.025576,-16.131911,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-64.052625,-13.260581,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-63.180714,-17.784324,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-68.764,-11.0209,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-66.0574,-11.011,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-65.4204,-16.9743,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-68.137321,-16.497324,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1985,-149.425449,-17.649911,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-149.425449,-17.649911,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-149.425449,-17.649911,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1988,-139.558754,-8.901353,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1988,-149.572692,-17.542243,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1989,-140.1,-8.9,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1989,-140.887313,-18.139,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1989,-140.144463,-8.862005,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1989,-149.425449,-17.649911,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1989,-149.572692,-17.542243,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-140.1,-8.9,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-140.887313,-18.139,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-140.144463,-8.862005,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-149.425449,-17.649911,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-149.572692,-17.542243,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-149.572692,-17.542243,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-149.425449,-17.649911,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-149.572692,-17.542243,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1993,-149.572692,-17.542243,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-151.441841,-16.803884,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-149.572692,-17.542243,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1995,-149.572692,-17.542243,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1996,-149.601202,-17.575303,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1996,-149.572692,-17.542243,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1997,-149.601202,-17.575303,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1997,-149.572692,-17.542243,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-139.028,-9.801,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-151.372,-16.84,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-149.804,-17.534,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-139.02317,-9.757107,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-147.666578,-23.866687,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-151.738071,-16.503908,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-134.978771,-23.126468,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-151.441841,-16.803884,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-151.502266,-16.608558,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-149.425449,-17.649911,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-146.355457,-16.151698,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-149.572692,-17.542243,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-149.57,-17.535,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-149.828167,-17.538969,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-147.666578,-23.866687,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-151.738071,-16.503908,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-139.558754,-8.901353,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-151.441841,-16.803884,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-149.425449,-17.649911,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-146.355457,-16.151698,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-149.828167,-17.538969,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2003,-149.425449,-17.649911,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2003,-149.828167,-17.538969,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2004,-151.441841,-16.803884,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2004,-149.425449,-17.649911,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2004,-149.828167,-17.538969,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2005,-149.425449,-17.649911,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2005,-149.828167,-17.538969,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2006,-147.666578,-23.866687,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2006,-151.738071,-16.503908,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2006,-151.441841,-16.803884,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2006,-151.502266,-16.608558,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2006,-149.425449,-17.649911,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2006,-146.355457,-16.151698,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2006,-149.828167,-17.538969,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-149.512525,-17.533158,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-145.572889,-16.160025,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-138.648262,-10.490513,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-140.887313,-18.139,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-145.866022,-14.331087,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-152.25945,-16.443906,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-140.144463,-8.862005,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-149.507818,-17.757842,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-149.350305,-17.749995,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-149.524469,-17.577921,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-149.60103,-17.629462,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-151.338787,-22.480837,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-140.079861,-9.404017,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-147.661257,-23.865902,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-151.738071,-16.503908,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-134.973421,-23.110681,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-151.441841,-16.803884,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-151.502266,-16.608558,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-149.425449,-17.649911,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-149.572692,-17.542243,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-149.489994,-17.506885,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-149.828167,-17.538969,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1985,-169.917912,-19.054979,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-169.917912,-19.054979,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1995,-157.337809,-20.161032,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1995,-158.043903,-9.028624,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1995,-159.76,-21.23,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2006,-159.81103,-21.219059,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2006,-159.74824,-21.212191,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2007,-159.81103,-21.219059,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2007,-159.74824,-21.212191,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-157.912676,-21.922459,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-159.774994,-21.234722,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1998,-175.206385,-21.140068,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2004,-175.206385,-21.140068,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2007,-170.697,-14.316,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1998,-176.206684,-13.287063,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-178.142481,-14.285502,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-176.206684,-13.287063,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-176.206684,-13.287063,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1988,-57.66,-25.26,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1989,-57.66,-25.26,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-57.66,-25.26,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-57.66,-25.26,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-57.66,-25.26,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1993,-57.66,-25.26,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-57.66,-25.26,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1995,-57.66,-25.26,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1996,-57.66,-25.26,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1997,-57.66,-25.26,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1998,-57.66,-25.26,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1999,-55.88062,-25.190019,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1999,-57.66,-25.26,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2000,-56.948957,-25.195243,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2000,-55.88062,-25.190019,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2000,-61.058842,-21.906638,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2000,-57.66,-25.26,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2000,-57.53,-25.33,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2000,-57.41,-25.3,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2000,-57.41,-25.35,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2000,-56.01,-25.45,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2000,-54.61,-25.51,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2000,-55.867567,-27.33609,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2000,-57.6,-25.31,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-56.059624,-26.23771,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-61.058842,-21.906638,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-55.7477,-22.5327,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-57.6033,-25.2822,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-57.488,-25.27,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-57.6,-25.31,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-57.3524,-25.3931,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-54.636,-25.407,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-54.6586,-25.499,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-57.283,-25.569,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-56.948957,-25.195243,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-56.059987,-22.88643,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-55.738983,-22.555412,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-55.7477,-22.5327,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-57.6033,-25.2822,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-57.488,-25.27,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2002,-57.6,-25.31,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
