"Year","Longitude","Latitude","Disease","Pathogen","DataType","IfPolygon_AdminLevel","Country","ADMcode","Source","CasesMetric","DiagnosticMetric","SourceType"
1997,-75.2642,4.4354,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1998,-76.52,3.43,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1998,-74.070282,4.592852,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1998,-73.515,6.6754,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1999,-73.515,6.6754,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2000,-73.515,6.6754,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2000,-76.368,8.267,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2000,-76.732,8.094,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2000,-76.633,7.884,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2000,-76.6611,7.7664,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2000,-76.683,7.671,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2000,-76.418,7.233,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2001,-73.515,6.6754,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2003,-73.515,6.6754,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2003,-74.20176,11.247524,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2004,-75.34,3.0115,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2004,-73.515,6.6754,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2004,-73.1328,7.1372,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2006,-73.1328,7.1372,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2007,-74.770271,10.985957,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2007,-75.302,4.1292,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2007,-73.1328,7.1372,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2008,-75.514579,10.396634,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2008,-74.201539,11.247187,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2009,-74.416664,6,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2010,-72.5,11.5,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2010,-75.083328,9.96667,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2010,-73,8,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2010,-72.497894,7.902477,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2010,-75.5,7,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2010,-75.513054,6.828333,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2010,-75.23333,6.3,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2010,-75.53611,6.291389,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2010,-75.681114,4.533889,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2010,-76.199997,4.086667,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2010,-76.5,3.75,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2010,-76.303612,3.539444,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2010,-76.550003,3.416667,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
2010,-76.583336,3.166667,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-43.283658,-22.913417,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-43.27775,-22.837579,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-43.245893,-22.989844,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-43.387442,-22.922666,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-43.28,-22.88,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-41.3,-21.43,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-41.3,-21.75,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-41.26,-21.81,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-42.53,-22.26,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-43.66,-22.4,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-42.98,-22.43,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-44.11,-22.53,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-43.18,-22.51,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-43.29,-22.58,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-43.3,-22.78,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-43.41,-22.8,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-43.36,-22.8,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-43.23,-22.9,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-43.09,-22.88,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-42.5,-22.93,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-44.3,-23,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1986,-43.44,-22.75,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-43.181276,-22.967087,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-43.283658,-22.913417,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-43.27775,-22.837579,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-43.245893,-22.989844,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-43.387442,-22.922666,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-42.618828,-11.816949,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-43.28,-22.88,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-41.3,-21.43,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-41.3,-21.75,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-41.26,-21.81,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-42.53,-22.26,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-43.66,-22.4,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-42.98,-22.43,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-44.11,-22.53,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-43.18,-22.51,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-43.29,-22.58,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-43.3,-22.78,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-43.41,-22.8,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-43.36,-22.8,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-43.23,-22.9,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-43.09,-22.88,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-42.5,-22.93,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-44.3,-23,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1987,-43.44,-22.75,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1988,-43.1063,-22.8819,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-47.820859,-21.210454,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-49.381,-20.808,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-47.785,-20.05,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-48.051,-20.2,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-47.734,-20.233,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-47.78,-20.33,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-47.834,-20.434,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-48.576,-20.551,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-48.914,-20.743,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-48.067,-20.734,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-48.301,-20.884,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-48.218,-21.034,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-48.084,-21.051,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-47.791,-21.051,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-47.8209,-21.2105,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-42.3427,-22.8738,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-42.423821,-22.148616,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-41.68,-21.13,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-41.3275,-21.7557,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-42.8549,-22.7496,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-43.4554,-22.7585,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-43.7,-22.6,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-43.0553,-22.8273,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-43.3734,-22.805,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-43.3158,-22.7888,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-43.41,-22.8,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-43.1063,-22.8819,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1990,-40.35,-20.31,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-48.206062,-7.190826,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-49.5,-18.5,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-49.95,-18.7,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-50.13,-18.83,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-49.46,-18.96,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-47.68,-19.13,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-47.46,-19.21,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-48.91,-19.3,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-47.28,-19.35,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-49.46,-19.51,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-48.3,-19.7,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-48.58,-19.78,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-46.4,-19.76,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-48.38,-19.91,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-47.45,-19.88,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-48.91,-20.03,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-48.13,-20.06,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-47.91,-19.75,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-47.820859,-21.210454,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-49.381,-20.808,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-47.785,-20.05,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-48.051,-20.2,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-47.734,-20.233,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-47.78,-20.33,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-47.834,-20.434,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-48.576,-20.551,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-48.914,-20.743,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-48.067,-20.734,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-48.301,-20.884,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-48.218,-21.034,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-48.084,-21.051,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-47.791,-21.051,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-47.8209,-21.2105,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-48.3,-18.91,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-43.7,-22.6,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-43.3734,-22.805,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-43.3158,-22.7888,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-43.1063,-22.8819,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1991,-40.35,-20.31,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-49.5,-18.5,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-49.95,-18.7,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-50.13,-18.83,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-49.46,-18.96,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-47.68,-19.13,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-47.46,-19.21,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-48.91,-19.3,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-47.28,-19.35,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-49.46,-19.51,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-48.3,-19.7,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-48.58,-19.78,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-46.4,-19.76,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-48.38,-19.91,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-47.45,-19.88,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-48.91,-20.03,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-48.13,-20.06,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-47.91,-19.75,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-48.3,-18.91,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-43.7,-22.6,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-43.1063,-22.8819,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1992,-40.35,-20.31,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1993,-49.381,-20.808,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1993,-48.3,-18.91,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1993,-43.7,-22.6,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1993,-40.35,-20.31,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-38.6624,-3.7361,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-49.381,-20.808,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-38.51,-12.98,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-49.2751,-16.6421,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-43.0552,-22.9166,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-48.3,-18.91,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-39.198117,-17.522682,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-38.890157,-15.859719,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-39.246712,-17.713369,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-39.58,-16.36,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-39.56,-16.56,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-39.3285,-14.8489,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-39.620247,-16.085403,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-39.53,-17.06,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-39.0662,-16.444,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-39.230733,-17.33245,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-39.03,-16.28,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-39.71,-17.52,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-43.7,-22.6,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1994,-40.35,-20.31,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1995,-44.08,-2.4626,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
1995,-44.05,-2.55,"Dengue","Dengue virus","point",NA,"",NA,"IHME","Outbreak_locations","Not specified","Compiled from literature (IHME)"
